,t,stimstate,Qm,Vm,"('m', 'Ih')","('m', 'Im')","('m', 'NaTs2t')","('h', 'NaTs2t')","('m', 'SKv31')",Cm,iax
64,0.0015749999999999965,1.0,-0.0007545850742647063,-55.95032245848019,6.710839515498053e-07,2.9386067927873165e-06,0.0007288334598189047,0.000225755284007622,1.545565396177767e-06,0.013486697504284653,2.9630467415401232e-15
65,0.0015999999999999964,1.0,-0.0007546564829320531,-55.95542892521554,6.820640102712907e-07,2.9849265886950074e-06,0.0007402968149852669,0.00022942695043722593,1.5699150486747894e-06,0.013486742884960311,3.0093563401844526e-15
66,0.0016249999999999962,1.0,-0.000754727872626454,-55.960534035191884,6.930497447803053e-07,3.031231504240629e-06,0.0007517558680035479,0.0002330997773362237,1.5942571107497567e-06,0.013486788245298528,3.055638443990276e-15
67,0.001649999999999996,1.0,-0.0007547992433528785,-55.96563778876461,7.040411535617809e-07,3.077521543136059e-06,0.0007632106198959715,0.0002367737643738931,1.6185915843770116e-06,0.013486833585311313,3.101893078221542e-15
68,0.0016749999999999962,1.0,-0.0007548705951162949,-55.97074018628897,7.150382351011331e-07,3.123796709089986e-06,0.0007746610716846629,0.0002404489112195841,1.642918471529919e-06,0.013486878905010692,3.148120267608994e-15
69,0.001699999999999996,1.0,-0.0007549419279216699,-55.975841228120174,7.260409878842615e-07,3.17005700581069e-06,0.0007861072243916628,0.00024412521754271863,1.667237774181764e-06,0.013486924204408656,3.1943200363622486e-15
70,0.0017249999999999959,1.0,-0.0007550132417739695,-55.9809409146133,7.370494103975495e-07,3.21630243700742e-06,0.0007975490790389269,0.00024780268301288283,1.6915494943052137e-06,0.013486969483517209,3.2404924081842965e-15
71,0.001749999999999996,1.0,-0.0007550845366781579,-55.98603924612337,7.480635011278648e-07,3.2625330063862485e-06,0.0008089866366482992,0.0002514813072996427,1.715853633872317e-06,0.013487014742348327,3.2866374062836098e-15
72,0.0017749999999999958,1.0,-0.0007551558126391983,-55.99113622300528,7.590832585625593e-07,3.3087487176542184e-06,0.0008204198982415523,0.00025516109007268245,1.7401501948548642e-06,0.013487059980913992,3.3327550533873173e-15
73,0.0017999999999999956,1.0,-0.0007552270696620528,-55.99623184561386,7.701086811894689e-07,3.354949574517957e-06,0.0008318488648403465,0.0002588420310018041,1.7644391792240276e-06,0.013487105199226171,3.378845371753531e-15
74,0.0018249999999999955,1.0,-0.0007552983077516818,-56.00132611430385,7.811397674958087e-07,3.4011355806809262e-06,0.0008432735374662844,0.0002625241297568818,1.7887205889505413e-06,0.013487150397296819,3.424908383183515e-15
75,0.0018499999999999955,1.0,-0.0007553695269130449,-56.00641902942989,7.921765159703823e-07,3.447306739848928e-06,0.0008546939171408429,0.00026620738600786166,1.8129944260047014e-06,0.013487195575137882,3.4709441090331054e-15
76,0.0018749999999999954,1.0,-0.0007554407271510999,-56.01151059134653,8.032189251024778e-07,3.4934630557232294e-06,0.0008661100048854135,0.0002698917994248077,1.8372606923561872e-06,0.0134872407327613,3.516952570224635e-15
77,0.0018999999999999952,1.0,-0.0007555119084708037,-56.01660080040823,8.142669933807605e-07,3.5396045320074343e-06,0.0008775218017213162,0.0002735773696778098,1.86151938997424e-06,0.013487285870179003,3.562933787257532e-15
78,0.0019249999999999953,1.0,-0.000755583070877112,-56.02168965696936,8.253207192943781e-07,3.5857311724019923e-06,0.0008889293086697588,0.0002772640964370758,1.8857705208278422e-06,0.013487330987402912,3.608887780219832e-15
79,0.0019499999999999951,1.0,-0.0007556542143749793,-56.02677716138422,8.363801013329614e-07,3.6318429806083142e-06,0.0009003325267518636,0.00028095197937293164,1.910014086885181e-06,0.013487376084444936,3.6548145687981585e-15
80,0.001974999999999995,1.0,-0.0007557253389693582,-56.03186331400697,8.474451379877335e-07,3.677939960327399e-06,0.0009117314569886675,0.00028464101815577503,1.9342500901141854e-06,0.01348742116131698,3.70071417228896e-15
81,0.001999999999999995,1.0,-0.0007557964446652007,-56.036948115191734,8.585158277492921e-07,3.7240221152571005e-06,0.0009231261004011087,0.0002883312124560293,1.958478532482346e-06,0.013487466218030934,3.746586609607686e-15
82,0.002024999999999995,1.0,-0.0007558675314674574,-56.04203156529252,8.695921691087179e-07,3.7700894490962313e-06,0.0009345164580100259,0.00029202256194423574,1.9826994159563597e-06,0.013487511254598683,3.79243189929921e-15
83,0.0020499999999999954,1.0,-0.0007559385993810775,-56.047113664663236,8.806741605575751e-07,3.8161419655418295e-06,0.0009459025308361726,0.0002957150662910537,2.0069127425028433e-06,0.013487556271032099,3.8382500595472384e-15
84,0.0020749999999999957,1.0,-0.0007560096484110088,-56.052194413657716,8.917618005867983e-07,3.862179668291888e-06,0.0009572843199002168,0.0002994087251672142,2.031118514087619e-06,0.013487601267343049,3.884041108183585e-15
85,0.002099999999999996,1.0,-0.0007560806785621982,-56.057273812629695,9.028550876900296e-07,3.908202561041265e-06,0.0009686618262227267,0.00030310353824351995,2.0553167326760735e-06,0.013487646243543391,3.929805062697375e-15
86,0.0021249999999999967,1.0,-0.0007561516898395911,-56.06235186193284,9.13954020359169e-07,3.954210647484416e-06,0.000980035050824172,0.00030679950519089174,2.079507400233155e-06,0.013487691199644967,3.975541940243928e-15
87,0.002149999999999997,1.0,-0.0007562226822481318,-56.06742856192068,9.250585970877125e-07,4.000203931316746e-06,0.0009914039947249496,0.00031049662568027577,2.103690518723555e-06,0.013487736135659619,4.021251757653685e-15
88,0.0021749999999999972,1.0,-0.000756293655792763,-56.0725039129467,9.361688163696393e-07,4.046182416231891e-06,0.0010027686589453302,0.00031419489938273605,2.127866090111171e-06,0.013487781051599174,4.06693453144003e-15
89,0.0021999999999999975,1.0,-0.0007563646104784266,-56.07757791536427,9.472846766982969e-07,4.092146105921727e-06,0.0010141290445055255,0.00031789432596940836,2.1520341163594647e-06,0.013487825947475452,4.1125902778082636e-15
90,0.002224999999999998,1.0,-0.000756435546310063,-56.08265056952669,9.584061765686308e-07,4.138095004079077e-06,0.0010254851524256479,0.0003215949051115463,2.176194599431639e-06,0.013487870823300264,4.158219012662852e-15
91,0.002249999999999998,1.0,-0.0007565064632926113,-56.08772187578715,9.695333144749527e-07,4.184029114393649e-06,0.0010368369837256966,0.0003252966364804751,2.2003475412902836e-06,0.01348791567908541,4.203820751616001e-15
92,0.002274999999999999,1.0,-0.0007565773614310094,-56.09279183449877,9.806660889120567e-07,4.229948440556101e-06,0.0010481845394255983,0.00032899951974759155,2.224492943897373e-06,0.013487960514842683,4.249395509994815e-15
93,0.002299999999999999,1.0,-0.000756648240730194,-56.09786044601455,9.918044983752189e-07,4.275852986256682e-06,0.0010595278205451667,0.0003327035545844104,2.248630809214625e-06,0.013488005330583865,4.294943302848896e-15
94,0.0023249999999999994,1.0,-0.0007567191011951002,-56.10292771068742,1.002948541361316e-06,4.321742755182536e-06,0.0010708668281041425,0.0003364087406624716,2.2727611392031425e-06,0.013488050126320731,4.3404641449576614e-15
95,0.0023499999999999997,1.0,-0.0007567899428306624,-56.10799362887022,1.0140982163654698e-06,4.3676177510231e-06,0.0010822015631221803,0.0003401150776534792,2.296883935823594e-06,0.013488094902065045,4.385958050837152e-15
96,0.002375,1.0,-0.0007568607656418132,-56.11305820091568,1.0252535218855228e-06,4.413477977463365e-06,0.0010935320266188078,0.0003438225652291625,2.3209992010362118e-06,0.013488139657828566,4.4314250347473085e-15
97,0.0024000000000000002,1.0,-0.0007569315696334844,-56.118121427176476,1.0364144564175596e-06,4.459323438190609e-06,0.0011048582196134798,0.0003475312030613223,2.3451069368007925e-06,0.013488184393623039,4.476865110698439e-15
98,0.002425000000000001,1.0,-0.0007570023548106064,-56.12318330800518,1.047581018459267e-06,4.505154136890359e-06,0.0011161801431255648,0.00035124099082187713,2.3692071450765206e-06,0.0134882291094602,4.52227829245723e-15
99,0.0024500000000000012,1.0,-0.0007570731211781081,-56.12824384375425,1.0587532065088146e-06,4.550970077247738e-06,0.001127497798174318,0.0003549519281828634,2.3932998278219675e-06,0.013488273805351786,4.5676645935546945e-15
100,0.0024750000000000015,1.0,-0.0007571438687409173,-56.13330303477609,1.069931019064854e-06,4.596771262944784e-06,0.001138811185778921,0.0003586640148163425,2.417384986995624e-06,0.013488318481309505,4.613024027290688e-15
101,0.002500000000000002,1.0,-0.0007572145975039606,-56.13836088142298,1.0811144546253956e-06,4.642557697665811e-06,0.0011501203069584558,0.0003623772503944937,2.441462624555192e-06,0.013488363137345076,4.658356606741044e-15
102,0.002525000000000002,1.0,-0.0007572853074721633,-56.14341738404714,1.0923035116889305e-06,4.688329385092051e-06,0.0011614251627318905,0.0003660916345895676,2.465532742458116e-06,0.013488407773470198,4.70366234476276e-15
103,0.0025500000000000024,1.0,-0.0007573559986504494,-56.148472543000686,1.1034981887566815e-06,4.734086328905673e-06,0.0011727257541181335,0.0003698071670738862,2.4895953426610504e-06,0.013488452389696561,4.748941254000523e-15
104,0.002575000000000003,1.0,-0.0007574266710437417,-56.15352635863563,1.114698484326978e-06,4.77982853278577e-06,0.001184022082135966,0.00037352384751988913,2.5136504271205705e-06,0.013488496986035855,4.794193346891726e-15
105,0.0026000000000000034,1.0,-0.0007574973246569618,-56.15857883130392,1.1259043969008815e-06,4.825556000413701e-06,0.001195314147804096,0.00037724167560013394,2.537697997792462e-06,0.013488541562499755,4.83941863567228e-15
106,0.0026250000000000036,1.0,-0.0007575679594950298,-56.16362996135741,1.1371159249788097e-06,4.871268735467756e-06,0.0012066019521411442,0.00038096065098715655,2.5617380566320767e-06,0.013488586119099918,4.884617132381635e-15
107,0.002650000000000004,1.0,-0.0007576385755628649,-56.16867974914783,1.1483330670616611e-06,4.916966741625824e-06,0.0012178854961656176,0.000384680773353657,2.5857706055945094e-06,0.013488630655848013,4.9297888488686506e-15
108,0.002675000000000004,1.0,-0.0007577091728653847,-56.173728195026875,1.1595558216508152e-06,4.962650022564065e-06,0.001229164780895923,0.0003884020423724066,2.6097956466340665e-06,0.01348867517275568,4.974933796795528e-15
109,0.0027000000000000045,1.0,-0.0007577797514075059,-56.17877529934611,1.170784187248133e-06,5.008318581960891e-06,0.0012404398073504067,0.00039212445771624803,2.6338131817047974e-06,0.01348871966983456,5.020051987644012e-15
110,0.002725000000000005,1.0,-0.0007578503111941436,-56.183821062457035,1.1820181623559568e-06,5.053972423490332e-06,0.0012517105765472876,0.000395848019058095,2.657823212760318e-06,0.013488764147096285,5.06514343271919e-15
111,0.0027500000000000055,1.0,-0.0007579208522302118,-56.18886548471103,1.1932577454759796e-06,5.099611550827345e-06,0.0012629770895047107,0.0003995727260710256,2.681825741753634e-06,0.013488808604552475,5.110208143155108e-15
112,0.0027750000000000058,1.0,-0.0007579913745206231,-56.19390856645942,1.2045029351126368e-06,5.145235967646488e-06,0.0012742393472407073,0.00040329857842809596,2.7058207706371396e-06,0.01348885304221474,5.1552461299183965e-15
113,0.002800000000000006,1.0,-0.0007580618780702893,-56.19895030805341,1.2157537297685831e-06,5.19084567762059e-06,0.0012854973507732345,0.0004070255758025264,2.7298083013629736e-06,0.01348889746009469,5.20025740381374e-15
114,0.0028250000000000063,1.0,-0.0007581323628841202,-56.203990709844135,1.227010127948086e-06,5.236440684423404e-06,0.0012967511011201351,0.00041075371786756187,2.7537883358828404e-06,0.01348894185820391,5.245241975487446e-15
115,0.0028500000000000066,1.0,-0.000758202828967025,-56.209029772182625,1.2382721281547605e-06,5.2820209917243225e-06,0.0013080005992991781,0.000414483004296565,2.7777608761478355e-06,0.013488986236553991,5.290199855431813e-15
116,0.0028750000000000073,1.0,-0.0007582732763239114,-56.21406749541984,1.249539728892702e-06,5.327586603196295e-06,0.0013192458463280182,0.00041821343476296946,2.8017259241086203e-06,0.013489030595156512,5.335131053989637e-15
117,0.0029000000000000076,1.0,-0.0007583437049596859,-56.219103879906626,1.2608129286676207e-06,5.373137522507917e-06,0.0013304868432242223,0.00042194500894032663,2.825683481715248e-06,0.01348907493402304,5.380035581358043e-15
118,0.002925000000000008,1.0,-0.0007584141148792536,-56.22413892599377,1.2720917259857092e-06,5.418673753328705e-06,0.0013417235910052699,0.0004256777265022589,2.8496335509175147e-06,0.01348911925316513,5.424913447592154e-15
119,0.002950000000000008,1.0,-0.0007584845060875185,-56.22917263403194,1.2833761193513687e-06,5.464195299326459e-06,0.0013529560906885391,0.0004294115871224598,2.873576133664607e-06,0.013489163552594335,5.469764662609339e-15
120,0.0029750000000000085,1.0,-0.0007585548785893834,-56.23420500437173,1.2946661072717534e-06,5.509702164168585e-06,0.0013641843432913075,0.00043314659047469364,2.897511231905456e-06,0.0134892078323222,5.514589236192829e-15
121,0.0030000000000000087,1.0,-0.0007586252323897496,-56.23923603736365,1.3059616882522238e-06,5.555194351523398e-06,0.0013754083498307645,0.0004368827362328426,2.9214388475880315e-06,0.01348925209236025,5.559387177995247e-15
122,0.0030250000000000095,1.0,-0.0007586955674935172,-56.24426573335809,1.3172628608008957e-06,5.600671865054884e-06,0.0013866281113239982,0.00044062002407081296,2.945358982660399e-06,0.013489296332720014,5.604158497542365e-15
123,0.0030500000000000097,1.0,-0.0007587658839055854,-56.24929409270539,1.3285696234240894e-06,5.646134708429252e-06,0.001397843628788009,0.00044435845366267535,2.9692716390696636e-06,0.013489340553413005,5.648903204236096e-15
124,0.00307500000000001,1.0,-0.0007588361816308518,-56.254321115755786,1.3398819746308832e-06,5.691582885311004e-06,0.0014090549032396958,0.0004480980246825714,2.993176818762851e-06,0.013489384754450728,5.69350057989229e-15
125,0.0031000000000000103,1.0,-0.0007589064606742128,-56.259346802859405,1.3511999129285567e-06,5.737016399362936e-06,0.0014202619356958697,0.00045183873680466685,3.0170745236862025e-06,0.013489428935844686,5.738070949972021e-15
126,0.0031250000000000106,1.0,-0.0007589767210405635,-56.26437115436631,1.3625234368248684e-06,5.782435254247452e-06,0.0014314647271732402,0.00045558058970329176,3.040964755785703e-06,0.013489473097606357,5.782614862070373e-15
127,0.003150000000000011,1.0,-0.0007590469627347979,-56.269394170626455,1.3738525448291975e-06,5.827839453627861e-06,0.0014426632786884153,0.0004593235830528003,3.0648475170067307e-06,0.01348951723974723,5.82713232528462e-15
128,0.0031750000000000116,1.0,-0.0007591171857618088,-56.27441585198973,1.385187235451404e-06,5.873229001164467e-06,0.0014538575912579148,0.0004630677165276643,3.0887228092942315e-06,0.013489561362278775,5.871623348604144e-15
129,0.003200000000000012,1.0,-0.0007591873901264875,-56.27943619880592,1.3965275072006856e-06,5.918603900517182e-06,0.0014650476658981573,0.0004668129898023796,3.11259063459272e-06,0.013489605465212445,5.916087940913349e-15
130,0.003225000000000012,1.0,-0.0007592575758337242,-56.28445521142469,1.4078733585878631e-06,5.9639641553455205e-06,0.0014762335036254725,0.0004705594025516063,3.136450994846279e-06,0.013489649548559707,5.960526110995125e-15
131,0.0032500000000000124,1.0,-0.0007593277428884079,-56.28947289019569,1.4192247881230934e-06,6.009309769308603e-06,0.0014874151054560885,0.00047430695445007537,3.16030389199821e-06,0.013489693612331996,6.004937867532395e-15
132,0.0032750000000000127,1.0,-0.0007593978912954261,-56.294489235468404,1.4305817943170126e-06,6.054640746063856e-06,0.0014985924724061322,0.00047805564517254166,3.184149327991733e-06,0.013489737656540752,6.049323219112187e-15
133,0.0033000000000000134,1.0,-0.0007594680210596654,-56.29950424759227,1.4419443756807365e-06,6.099957089268311e-06,0.0015097656054916546,0.0004818054743939244,3.2079873047694622e-06,0.0134897816811974,6.093682174227699e-15
134,0.0033250000000000137,1.0,-0.0007595381321860111,-56.30451792691664,1.4533125307258596e-06,6.145258802577312e-06,0.0015209345057285919,0.0004855564417891667,3.231817824273406e-06,0.013489825686313359,6.13801474128073e-15
135,0.003350000000000014,1.0,-0.0007596082246793468,-56.30953027379074,1.4646862579644564e-06,6.190545889648395e-06,0.0015320991741327784,0.0004893085470333293,3.2556408884451415e-06,0.013489869671900039,6.182320928584782e-15
136,0.0033750000000000143,1.0,-0.0007596782985445554,-56.31454128856374,1.4760655559090807e-06,6.2358183541348205e-06,0.001543259611719973,0.0004930617898014965,3.2794564992258147e-06,0.01348991363796884,6.2266007443670556e-15
137,0.0034000000000000146,1.0,-0.0007597483537865183,-56.319550971584704,1.4874504230727658e-06,6.281076199690751e-06,0.0015544158195058325,0.0004968161697689639,3.303264658556317e-06,0.013489957584531158,6.2708541967709996e-15
138,0.003425000000000015,1.0,-0.0007598183904101156,-56.32455932320262,1.4988408579678751e-06,6.3263194299686635e-06,0.0015655677985058985,0.0005005716866109574,3.3270653683765833e-06,0.013490001511598373,6.315081293858773e-15
139,0.0034500000000000156,1.0,-0.0007598884084202265,-56.32956634376639,1.5102368591084002e-06,6.3715480486206445e-06,0.0015767155497356368,0.0005043283400029138,3.350858630626469e-06,0.013490045419181862,6.359282043613432e-15
140,0.003475000000000016,1.0,-0.0007599584078217285,-56.3345720336248,1.5216384250088124e-06,6.416762059298386e-06,0.001587859074210411,0.0005080861296202937,3.3746444472452243e-06,0.013490089307292986,6.40345645394115e-15
141,0.003500000000000016,1.0,-0.0007600283886194979,-56.33957639312657,1.533045554184063e-06,6.461961465653185e-06,0.0015989983729454832,0.0005118450551386284,3.3984228201716687e-06,0.013490133175943107,6.447604532673467e-15
142,0.0035250000000000164,1.0,-0.0007600983508572792,-56.344576430644686,1.544458409019688e-06,6.507146533970636e-06,0.0016101334851855158,0.000515605121568585,3.4221938741209983e-06,0.013490177742180646,6.4917472299393314e-15
143,0.0035500000000000167,1.0,-0.0007601682945287101,-56.349570759693464,1.5558772280165828e-06,6.552317652491167e-06,0.001621264467923116,0.0005193663363990768,3.4459577908243385e-06,0.013490223337645267,6.535894259538352e-15
144,0.003575000000000017,1.0,-0.0007602382196386509,-56.354563763363494,1.567302009585264e-06,6.597474824655018e-06,0.0016323913221350924,0.0005231286993025721,3.4697145721302427e-06,0.013490268912930299,6.580014953086264e-15
145,0.0036000000000000177,1.0,-0.0007603081261919606,-56.359555442001735,1.5787327521355984e-06,6.642618053903154e-06,0.0016435140487981482,0.0005268922099515624,3.493464219886855e-06,0.01349031446804749,6.624109318146733e-15
146,0.003625000000000018,1.0,-0.000760378014193497,-56.364545795955046,1.5901694540791105e-06,6.687747343675979e-06,0.0016546326488888936,0.0005306568680187033,3.517206735941737e-06,0.013490360003008574,6.668177362218436e-15
147,0.0036500000000000182,1.0,-0.0007604478836481164,-56.36953482557021,1.6016121138266735e-06,6.732862697412062e-06,0.0016657471233838725,0.000534422673176674,3.540942122142043e-06,0.013490405517825274,6.712219092737837e-15
148,0.0036750000000000185,1.0,-0.0007605177345606744,-56.37452253119391,1.6130607297908198e-06,6.7779641185494176e-06,0.0016768574732595354,0.0005381896250982709,3.5646703803346924e-06,0.01349045101250932,6.75623451708046e-15
149,0.003700000000000019,1.0,-0.000760587566936025,-56.37950891317276,1.6245153003834293e-06,6.823051610526776e-06,0.0016879636994922274,0.0005419577234563607,3.588391512365848e-06,0.013490496487072415,6.800223642562282e-15
150,0.003725000000000019,1.0,-0.0007606573807790207,-56.38449397185325,1.6359758240157265e-06,6.868125176779764e-06,0.0016990658030582393,0.0005457269679238804,3.612105520081265e-06,0.013490541941526256,6.84418647644258e-15
151,0.00375000000000002,1.0,-0.0007607271760945134,-56.38947770758181,1.6474422991017546e-06,6.913184820744729e-06,0.0017101637849337434,0.0005494973581738841,3.6358124053264655e-06,0.013490587375882546,6.888123025924579e-15
152,0.00377500000000002,1.0,-0.0007607969528873533,-56.39446012070478,1.658914724054902e-06,6.958230545857459e-06,0.0017212576460948446,0.0005532688938794494,3.6595121699463893e-06,0.013490632790152961,6.932033298157514e-15
153,0.0038000000000000204,1.0,-0.0007608667111623894,-56.3994412115684,1.6703930972890606e-06,7.00326235555192e-06,0.001732347387517555,0.0005570415747138177,3.6832048157853947e-06,0.013490678184349172,6.975917300238377e-15
154,0.0038250000000000207,1.0,-0.0007609364509244697,-56.40442098051882,1.681877417218625e-06,7.048280253262794e-06,0.0017434330101777928,0.000560815400350254,3.7068903446876063e-06,0.013490723558482852,7.0197750392132816e-15
155,0.003850000000000021,1.0,-0.0007610061721784407,-56.40939942790213,1.693367682258493e-06,7.0932842424229385e-06,0.0017545145150514101,0.0005645903704621873,3.730568758496568e-06,0.013490768912565652,7.0636065220787016e-15
156,0.0038750000000000212,1.0,-0.0007610758749291478,-56.41437655406429,1.7048638908229038e-06,7.138274326464661e-06,0.0017655919031141392,0.0005683664847230227,3.7542400590555896e-06,0.013490814246609223,7.107411755783467e-15
157,0.003900000000000022,1.0,-0.0007611455591814352,-56.4193523593512,1.7163660413277604e-06,7.183250508819716e-06,0.001776665175341658,0.0005721437428063296,3.777904248207227e-06,0.013490859560625202,7.151190747230082e-15
158,0.003925000000000022,1.0,-0.0007612152249401455,-56.42432684410866,1.7278741321894696e-06,7.2282127929193055e-06,0.0017877343327095255,0.0005759221443857474,3.801561327793629e-06,0.013490904854625216,7.194943503276088e-15
159,0.003950000000000022,1.0,-0.0007612848722101206,-56.42930000868239,1.739388161823777e-06,7.273161182194079e-06,0.0017987993761932456,0.0005797016891349385,3.825211299656884e-06,0.013490950128620893,7.238670030735427e-15
160,0.003975000000000023,1.0,-0.0007613545009962008,-56.434271853418,1.7509081286469296e-06,7.318095680072874e-06,0.0018098603067682032,0.0005834823767277769,3.848854165638154e-06,0.013490995382623843,7.28237033637942e-15
161,0.0040000000000000235,1.0,-0.0007614241113032253,-56.43924237866105,1.762434031076842e-06,7.363016289983982e-06,0.0018209171254097158,0.0005872642068380649,3.872489927578368e-06,0.013491040616645663,7.326044426938747e-15
162,0.004025000000000023,1.0,-0.0007614937031360322,-56.444211584756964,1.7739658675307661e-06,7.4079230153563984e-06,0.0018319698330930068,0.0005910471791398166,3.896118587317873e-06,0.013491085830697956,7.36969230910449e-15
163,0.004050000000000024,1.0,-0.000761563276499458,-56.44917947205113,1.785503636427623e-06,7.4528158596173134e-06,0.0018430184307932193,0.0005948312933070687,3.919740146696787e-06,0.013491131024792307,7.413313989528715e-15
164,0.004075000000000024,1.0,-0.0007616328313983381,-56.45414604088881,1.797047336184501e-06,7.497694826192115e-06,0.0018540629194853898,0.0005986165490139751,3.9433546075546435e-06,0.013491176198940287,7.45690947482678e-15
165,0.004100000000000025,1.0,-0.0007617023678375068,-56.45911129161517,1.8085969652213261e-06,7.542559918508147e-06,0.0018651033001444869,0.0006024029459347596,3.966961971730573e-06,0.01349122135315347,7.500478771577843e-15
166,0.004125000000000025,1.0,-0.0007617718858217972,-56.46407522457533,1.8201525219561894e-06,7.587411139989703e-06,0.0018761395737453722,0.000606190483743669,3.9905622410633e-06,0.013491266487443416,7.544021886326078e-15
167,0.004150000000000025,1.0,-0.0007618413853560409,-56.46903784011428,1.8317140048100224e-06,7.63224849406053e-06,0.001887171741262827,0.0006099791621151612,4.014155417390967e-06,0.013491311601821673,7.587538825581851e-15
168,0.004175000000000026,1.0,-0.0007619108664450683,-56.473999138576964,1.8432814122019186e-06,7.677071984145074e-06,0.001898199803671564,0.00061376898072367,4.0377415025514865e-06,0.013491356696299781,7.631029595822835e-15
169,0.004200000000000026,1.0,-0.000761980329093709,-56.47895912030819,1.8548547425526436e-06,7.721881613665991e-06,0.0019092237619461765,0.000617559939243746,4.0613204983820195e-06,0.013491401770889276,7.674494203494825e-15
170,0.0042250000000000265,1.0,-0.0007620497733067908,-56.48391778565271,1.8664339942834654e-06,7.766677386045388e-06,0.0019202436170611768,0.0006213520373500569,4.084892406719493e-06,0.013491446825601685,7.717932655013262e-15
171,0.004250000000000026,1.0,-0.0007621191990891405,-56.48887513495518,1.8780191658149808e-06,7.81145930470358e-06,0.0019312593699910084,0.0006251452747172932,4.1084572294002556e-06,0.013491491860448518,7.761344956764006e-15
172,0.004275000000000027,1.0,-0.0007621886064455837,-56.49383116856015,1.889610255569461e-06,7.856227373062829e-06,0.0019422710217100085,0.0006289396510203095,4.132014968260424e-06,0.013491536875441289,7.804731115104107e-15
173,0.004300000000000028,1.0,-0.0007622579953809447,-56.49878588681211,1.9012072619685052e-06,7.900981594542364e-06,0.00195327857319242,0.000632735165933983,4.155565625135537e-06,0.013491581870591492,7.848091136363079e-15
174,0.004325000000000028,1.0,-0.0007623273659000467,-56.50373929005545,1.9128101834353884e-06,7.945721972560872e-06,0.001964282025412417,0.0006365318191332606,4.179109201860554e-06,0.013491626845910619,7.891425026843487e-15
175,0.004350000000000028,1.0,-0.0007623967180077116,-56.50869137863448,1.9244190183927123e-06,7.990448510537734e-06,0.0019752813793440667,0.0006403296102932538,4.202645700270205e-06,0.013491671801410149,7.934732792822157e-15
176,0.004375000000000028,1.0,-0.0007624660517087598,-56.51364215289341,1.936033765263579e-06,8.035161211890549e-06,0.001986276635961355,0.0006441285390890962,4.226175122198639e-06,0.013491716737101552,7.978014440551144e-15
177,0.004400000000000029,1.0,-0.000762535367008011,-56.518591613176355,1.947654422472769e-06,8.079860080035138e-06,0.0019972677962381865,0.0006479286051959913,4.249697469479603e-06,0.013491761652996299,8.021269976258173e-15
178,0.00442500000000003,1.0,-0.000762604663910283,-56.52353975982737,1.9592809884443875e-06,8.124545118389253e-06,0.002008254861148358,0.0006517298082892595,4.273212743946438e-06,0.013491806549105836,8.06449940614783e-15
179,0.0044500000000000295,1.0,-0.0007626739424203931,-56.52848659319039,1.9709134616018615e-06,8.169216330367629e-06,0.002019237831665598,0.0006555321480443383,4.2967209474319095e-06,0.013491851425441619,8.107702736402384e-15
180,0.00447500000000003,1.0,-0.0007627432025431567,-56.53343211360928,1.9825518403714765e-06,8.213873719384466e-06,0.002030216708763528,0.0006593356241366875,4.320222081768547e-06,0.013491896282015076,8.150879973182296e-15
181,0.00450000000000003,1.0,-0.0007628124442833885,-56.53837632142781,1.99419612317766e-06,8.258517288854653e-06,0.0020411914934156993,0.0006631402362418364,4.343716148788308e-06,0.013491941118837645,8.194031122627204e-15
182,0.004525000000000031,1.0,-0.0007628816676459013,-56.54331921698968,2.005846308447701e-06,8.303147042191308e-06,0.0020521621865955443,0.0006669459840354788,4.367203150322743e-06,0.013491985935920733,8.23715619085691e-15
183,0.004550000000000031,1.0,-0.0007629508726355076,-56.54826080063846,2.017502394607028e-06,8.347762982807009e-06,0.0020631287892764385,0.000670752867193378,4.390683088202828e-06,0.01349203073327577,8.280255183971634e-15
184,0.004575000000000031,1.0,-0.000763020059257018,-56.553201072717684,2.029164380081569e-06,8.392365114112567e-06,0.0020740913024316506,0.0006745608853913196,4.414155964259133e-06,0.013492075510914149,8.32332810805285e-15
185,0.004600000000000032,1.0,-0.000763089227515242,-56.558140033570766,2.0408322632989334e-06,8.43695343952071e-06,0.0020850497270343536,0.0006783700383051584,4.437621780321997e-06,0.013492120268847264,8.366374969164305e-15
186,0.004625000000000032,1.0,-0.0007631583774149879,-56.56307768354105,2.0525060426872338e-06,8.48152796244117e-06,0.002096004064057652,0.0006821803256109614,4.461080538221014e-06,0.0134921650070865,8.409395773352423e-15
187,0.004650000000000033,1.0,-0.0007632275089610628,-56.56801402297177,2.064185716673898e-06,8.526088686283146e-06,0.0021069543144745418,0.0006859917469847701,4.484532239785541e-06,0.013492209725643238,8.452321543725085e-15
188,0.004675000000000032,1.0,-0.0007632966221582725,-56.572949052206084,2.0758712836880402e-06,8.570635614455301e-06,0.0021179004792579253,0.0006898043021026954,4.507976886844363e-06,0.013492254424528847,8.49517137886262e-15
189,0.004700000000000033,1.0,-0.0007633657170114216,-56.57788277158707,2.087562742158089e-06,8.61516875036576e-06,0.002128842559380635,0.0006936179906410601,4.531414481226034e-06,0.01349229910375468,8.537995300846992e-15
190,0.004725000000000034,1.0,-0.0007634347935253134,-56.58281518145769,2.0992600905129727e-06,8.65968809742333e-06,0.0021397805558154076,0.0006974328122761139,4.554845024758359e-06,0.013492343763332098,8.580793315800473e-15
