,t,stimstate,Qm,Vm,"('m', 'Ih')","('m', 'Im')","('m', 'NaTs2t')","('h', 'NaTs2t')","('m', 'SKv31')",Cm,iax
34,0.0008249999999999991,1.0,-0.0007524339671237518,-55.7964957971473,3.44328960896949e-07,1.5420751096150408e-06,0.0003829272320486366,0.00011614655333003583,8.115364638311149e-07,0.013485326567089208,1.557458372479794e-15
35,0.000849999999999999,1.0,-0.0007525059472965952,-55.801643132349014,3.551380396225093e-07,1.5888430458286804e-06,0.00039452012743875056,0.00011978325146174135,8.361147493312795e-07,0.013485372563525047,1.6047325162855826e-15
36,0.0008749999999999989,1.0,-0.0007525779083468166,-55.80678910008843,3.659528397661139e-07,1.635595989985303e-06,0.000406108689972192,0.00012342112002473865,8.606853849624708e-07,0.01348541853925841,1.6519779510002577e-15
37,0.0008999999999999988,1.0,-0.0007526498502794238,-55.811933700723664,3.7677335980032227e-07,1.6823339458192079e-06,0.00041769292067388684,0.0001270601586857207,8.852483727131603e-07,0.013485464494301599,1.6991947262820126e-15
38,0.0009249999999999987,1.0,-0.0007527217730994232,-55.81707693461272,3.875995981992595e-07,1.7290569170642728e-06,0.00042927282056865086,0.0001307003671114531,9.098037145715585e-07,0.01348551042866691,1.746382890629245e-15
39,0.0009499999999999987,1.0,-0.0007527936768118198,-55.82221880211351,3.9843155343753823e-07,1.7757649074539545e-06,0.0004408483906812306,0.00013434174496877426,9.34351412525252e-07,0.013485556342366633,1.7935424914095393e-15
40,0.0009749999999999985,1.0,-0.0007528655614216173,-55.82735930358386,4.092692239891766e-07,1.8224579207212858e-06,0.0004524196320362761,0.00013798429192464083,9.588914685613849e-07,0.013485602235413037,1.840673574888402e-15
41,0.0009999999999999985,1.0,-0.0007529374269338187,-55.832498439381496,4.201126083286784e-07,1.8691359605974515e-06,0.00046398654565834045,0.00014162800764612788,9.834238846664775e-07,0.013485648107818396,1.8877761862575164e-15
42,0.0010249999999999984,1.0,-0.0007530092733534249,-55.837636209864066,4.309617049310328e-07,1.9157990308146395e-06,0.00047554913257189386,0.00014527289180029168,1.0079486628267897e-06,0.013485693959594964,1.9348503696615544e-15
43,0.0010499999999999982,1.0,-0.0007530811006854359,-55.84277261538911,4.4181651227171485e-07,1.9624471351017677e-06,0.0004871073938013234,0.00014891894405439827,1.0324658050279578e-06,0.013485739790754988,1.9818961682252776e-15
44,0.0010749999999999983,1.0,-0.0007531529089348508,-55.84790765631408,4.5267702882668533e-07,2.009080277188757e-06,0.0004986613303709329,0.00015256616407569485,1.0569753132551764e-06,0.013485785601310713,2.028913624079265e-15
45,0.0010999999999999981,1.0,-0.0007532246981066667,-55.85304133299637,4.635432530734764e-07,2.0556984608036864e-06,0.0005102109433049157,0.00015621455153159262,1.081477189493017e-06,0.01348583139127436,2.0759027783848006e-15
46,0.001124999999999998,1.0,-0.00075329646820588,-55.85817364579324,4.744151834879359e-07,2.102301689674216e-06,0.0005217562336273954,0.00015986410608952962,1.1059714357259724e-06,0.01348587716065815,2.122863671359199e-15
47,0.001149999999999998,1.0,-0.0007533682192374855,-55.86330459506187,4.852928185474826e-07,2.1488899675275846e-06,0.0005332972023623848,0.00016351482741706216,1.1304580539375494e-06,0.013485922909474294,2.1697963422993202e-15
48,0.0011749999999999979,1.0,-0.0007534399512064769,-55.86843418115935,4.96176156728934e-07,2.19546329809061e-06,0.0005448338505338272,0.00016716671518181905,1.1549370461111765e-06,0.013485968637734998,2.2167008296052336e-15
49,0.0011999999999999977,1.0,-0.0007535116641178467,-55.87356240444271,5.070651965106797e-07,2.242021685086862e-06,0.0005563661791655821,0.00017081976905154739,1.179408414229479e-06,0.013486014345452442,2.263577170802944e-15
50,0.0012249999999999976,1.0,-0.0007535833579765857,-55.87868926526883,5.179599363715959e-07,2.288565132242319e-06,0.0005678941892813846,0.00017447398869406674,1.2038721602748214e-06,0.013486060032638816,2.310425402566442e-15
51,0.0012499999999999976,1.0,-0.000753655032787684,-55.88381476399455,5.288603747899556e-07,2.335093643279715e-06,0.0005794178819049136,0.00017812937377722333,1.2283282862289467e-06,0.013486105699306292,2.3572455607400405e-15
52,0.0012749999999999975,1.0,-0.0007537266885561302,-55.8889389009766,5.397665102456065e-07,2.3816072219213686e-06,0.0005909372580597505,0.00018178592396902738,1.2527767940731574e-06,0.01348615134546703,2.4040376803587786e-15
53,0.0012999999999999973,1.0,-0.0007537983252869113,-55.894061676571624,5.506783412177919e-07,2.4281058718905877e-06,0.0006024523187693793,0.00018544363893756158,1.2772176857883146e-06,0.013486196971133178,2.450801795669219e-15
54,0.0013249999999999974,1.0,-0.0007538699429850135,-55.899183091136145,5.615958661862399e-07,2.4745895969074467e-06,0.0006139630650572004,0.00018910251835093514,1.3016509633548393e-06,0.013486242576316892,2.4975379401505568e-15
55,0.0013499999999999973,1.0,-0.0007539415416554215,-55.904303145026645,5.725190836311631e-07,2.52105840069301e-06,0.0006254694979465165,0.0001927625618774213,1.3260766287525312e-06,0.013486288161030294,2.5442461465321996e-15
56,0.001374999999999997,1.0,-0.0007540131213031187,-55.90942183859948,5.834479920332592e-07,2.5675122869665187e-06,0.0006369716184605465,0.0001964237691853657,1.3504946839609302e-06,0.013486333725285515,2.590926446814798e-15
57,0.001399999999999997,1.0,-0.0007540846819330874,-55.91453917221092,5.943825898748042e-07,2.6139512594453977e-06,0.0006484694276224253,0.00020008613994314042,1.374905130958775e-06,0.013486379269094672,2.637578872287997e-15
58,0.001424999999999997,1.0,-0.0007541562235503084,-55.91965514621717,6.053228756363727e-07,2.660375321849457e-06,0.0006599629264551762,0.0002037496738192357,1.3993079717245445e-06,0.013486424792469868,2.6842034535483515e-15
59,0.0014499999999999969,1.0,-0.0007542277461597615,-55.924769760974286,6.162688478001171e-07,2.7067844778952876e-06,0.0006714521159817661,0.00020741437048225997,1.4237032082362775e-06,0.013486470295423204,2.7308002205180336e-15
60,0.0014749999999999967,1.0,-0.0007542992497664249,-55.9298830168383,6.272205048486752e-07,2.7531787312990668e-06,0.0006829369972250367,0.0002110802296008939,1.448090842471393e-06,0.01348651577796676,2.777369202460609e-15
61,0.0014999999999999968,1.0,-0.000754370734375276,-55.93499491416513,6.381778452640735e-07,2.7995580857751602e-06,0.000694417571207759,0.0002147472508438445,1.47247087640687e-06,0.01348656124011262,2.8239104279993565e-15
62,0.0015249999999999966,1.0,-0.0007544421999912903,-55.94010545331058,6.491408675310161e-07,2.8459225450403083e-06,0.000705893838952606,0.00021841543387998282,1.496843312019068e-06,0.01348660668187285,2.870344955920265e-15
63,0.0015499999999999965,1.0,-0.0007545136466194426,-55.94521463463039,6.601095701314012e-07,2.8922721128066526e-06,0.0007173658014821532,0.00022208477837825215,1.5212081512842668e-06,0.013486652103259509,2.9167096222438333e-15
