,t,stimstate,Qm,Vm,"('m', 'CaHVA')","('h', 'CaHVA')","('m', 'Ih')","('m', 'NaTs2t')","('h', 'NaTs2t')","('m', 'CaLVAst')","('h', 'CaLVAst')","('m', 'SKv31')",Cm,iax
0,0.0,0.0,-0.00075,-85.73559945926456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008747824762762015,-6.085938624263665e-28
1,0.0,0.0,-0.00075,-85.73559945926456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008747824762762015,-6.085938624263665e-28
2,2.5e-05,0.0,-0.0007499189477172075,-85.73559945926456,1.5646569556828923e-11,4.89361259530391e-08,3.335465939044451e-08,3.153413611536432e-08,9.78500305890191e-06,1.854008908257956e-09,4.614173178370877e-07,4.520570157460271e-10,0.008746879387873358,-6.085938624263665e-28
3,5e-05,1.0,-0.0007496261432629576,-111.24366449704947,8.054379123658458e-10,1.669264483691925e-07,1.0980387543983887e-06,2.6002516242243064e-07,2.956724013245713e-05,2.26518833414992e-08,1.158830698310682e-06,1.5886849914897866e-09,0.006738596275591407,1.931745184903457e-17
4,7.5e-05,1.0,-0.0007493336843874584,-111.20173725455177,1.5992054451619468e-09,2.847890415215494e-07,2.1602706414001426e-06,4.893128590420283e-07,4.933482939035954e-05,4.3543380124331e-08,1.85611945113147e-06,2.727961768535329e-09,0.006738506995373278,9.361002280305576e-17
5,9.999999999999999e-05,1.0,-0.0007490415705122074,-111.15985949615131,2.396945352531696e-09,4.0252405620322907e-07,3.2200532208289602e-06,7.193960823892663e-07,6.908778844785084e-05,6.452838831051685e-08,2.553283722184648e-06,3.869884146413467e-09,0.006738417751761746,1.677731424397442e-16
6,0.00012499999999999998,1.0,-0.0007487498010644827,-111.11803113901118,3.1986538866943357e-09,5.201316429647452e-07,4.277389388290405e-06,9.502736910471245e-07,8.882613489013424e-05,8.560679714043241e-08,3.250323657182272e-06,5.0144489303643406e-09,0.006738328544786576,2.41807066920771e-16
7,0.00015,1.0,-0.000748458375477201,-111.07625210112218,4.004327367081494e-09,6.376119521144002e-07,5.332282034578354e-06,1.181944545748647e-06,0.00010854988627284707,1.0677849603799649e-07,3.947239401500764e-06,6.161652931283721e-09,0.006738239374477774,3.157120496798892e-16
8,0.00017500000000000003,1.0,-0.0007481672931887806,-111.03452230128258,4.8139621799217834e-09,7.549651336174973e-07,6.384734045606735e-06,1.4144075093582604e-06,0.0001282590601221009,1.2804337460824233e-07,4.644031100295747e-06,7.311492965668642e-09,0.00673815024086557,3.8948834149016426e-16
9,0.00020000000000000004,1.0,-0.0007478765536430074,-110.9928416590784,5.627554777831028e-09,8.721913371979458e-07,7.4347483026770345e-06,1.647661446854491e-06,0.0001479536739350603,1.4940132263741938e-07,5.34069889850578e-06,8.4639658555675e-09,0.0067380611439804205,4.631361905289549e-16
10,0.00022500000000000008,1.0,-0.0007475861562889039,-110.9512100948642,6.445101679407499e-09,9.892907125409087e-07,8.48232768232527e-06,1.8817052253128274e-06,0.00016763374517987325,1.7085223008941226e-07,6.037242940856001e-06,9.619068428524142e-09,0.0067379720838529975,5.366558424416306e-16
11,0.00025000000000000006,1.0,-0.0007472961005806029,-110.9096275297445,7.266599468832164e-09,1.1062634087874206e-06,9.52747505658834e-06,2.1165377138885967e-06,0.0001872992912962481,1.9239598710594355e-07,6.733663371861678e-06,1.0776797517534187e-08,0.006737883060514183,6.100475404029393e-16
12,0.00027500000000000007,1.0,-0.0007470063859772235,-110.86809388555548,8.092044795474262e-09,1.2231095751415761e-06,1.0570193292683053e-05,2.3521577838006964e-06,0.00020695032969538237,2.1403248400242561e-07,7.429960335720922e-06,1.1937149960989958e-08,0.006737794073995058,6.833115251772891e-16
13,0.0003000000000000001,1.0,-0.0007467170119427502,-110.82660908484735,8.92143437350131e-09,1.3398293603652386e-06,1.1610485253439192e-05,2.5885643083155306e-06,0.00022658687776053806,2.3576161126824904e-07,8.126133976428909e-06,1.3100122602637609e-08,0.0067377051243269,7.564480351774276e-16
14,0.00032500000000000015,1.0,-0.0007464279779459159,-110.78517305086699,9.754764981494405e-09,1.4564229129806594e-06,1.2648353797145538e-05,2.8257561627311437e-06,0.0002462089528470767,2.57583259564596e-07,8.822184437836512e-06,1.4265712291530653e-08,0.006737616211541174,8.29457306521349e-16
15,0.00035000000000000016,1.0,-0.0007461392834600876,-110.74378570754124,1.0592033462068123e-08,1.5728903814729169e-06,1.3683801777646907e-05,3.0637322243618576e-06,0.0002658165722827096,2.794973197242013e-07,9.518111863432143e-06,1.5433915881982427e-08,0.00673752733566953,9.023395730879152e-16
16,0.00037500000000000017,1.0,-0.0007458509279631547,-110.70244697946046,1.1433236721494913e-08,1.6892319138859699e-06,1.471683204427372e-05,3.302491372523296e-06,0.0002854097533677469,3.015036827473136e-07,1.0213916396621629e-05,1.660473023352008e-08,0.006737438496743785,9.750950665710979e-16
17,0.0004000000000000002,1.0,-0.0007455629109374213,-110.6611567918627,1.2278371729334518e-08,1.8054476581261706e-06,1.5747447441938484e-05,3.542032488517679e-06,0.0003049885133754543,3.23602239802811e-07,1.090959818050995e-05,1.777815221084812e-08,0.006737349694795935,1.0477240165321859e-15
18,0.0004250000000000002,1.0,-0.0007452752318694997,-110.61991507061796,1.3127435518067508e-08,1.921537761962511e-06,1.677565081123174e-05,3.782354455619272e-06,0.00032455286955208505,3.4579288222421073e-07,1.1605157358014915e-05,1.8954178683800083e-08,0.006737260929858137,1.1202266504519245e-15
19,0.00045000000000000026,1.0,-0.0007449878902502083,-110.57872174221332,1.3980425182733518e-08,2.037502372723919e-06,1.7801444988517474e-05,4.023456159060517e-06,0.00034410283911712723,3.6807550151152747e-07,1.2300594071759524e-05,2.0132806527296955e-08,0.006737172201962703,1.192603193779835e-15
20,0.00047500000000000027,1.0,-0.000744700885574471,-110.53757673373805,1.4837337880573883e-08,2.1533416377035603e-06,1.88248328057784e-05,4.265336486018075e-06,0.0003636384392635504,3.9044998932668395e-07,1.2995908464295925e-05,2.1314032621312446e-08,0.006737083511142098,1.2648538699829633e-15
21,0.0005000000000000002,1.0,-0.00074441421734122,-110.49647997286931,1.569817083067847e-08,2.269055703957104e-06,1.9845817090711115e-05,4.507994325599436e-06,0.00038315968715805116,4.1291623749414613e-07,1.3691100677831889e-05,2.2497853850826097e-08,0.0067369948574289365,1.3369789005937508e-15
22,0.0005250000000000002,1.0,-0.0007441278850532999,-110.45543138785821,1.656292131363695e-08,2.384644718202088e-06,2.0864400666820734e-05,4.751428568829636e-06,0.00040266659994119084,4.354741379996494e-07,1.4386170854454556e-05,2.3684267105794016e-08,0.006736906240855965,1.4089785052556098e-15
23,0.00055,1.0,-0.0007438418882173767,-110.41443090751613,1.7431586671194053e-08,2.500108827020099e-06,2.1880586353515025e-05,4.995638108638515e-06,0.00042215919472763985,4.581235829876297e-07,1.50811191359674e-05,2.4873269281101893e-08,0.006736817661456079,1.480852901768576e-15
24,0.000575,1.0,-0.0007435562263438463,-110.37347846120161,1.8304164305909045e-08,2.6154481767560945e-06,2.289437696586627e-05,5.240621839848082e-06,0.0004416374886063139,4.80864464760654e-07,1.5775945664058468e-05,2.6064857276538367e-08,0.006736729119262292,1.5526023061319091e-15
25,0.0005999999999999998,1.0,-0.0007432708989467472,-110.33257397880723,1.9180651680819314e-08,2.730662913619553e-06,2.3905775315036916e-05,5.4863786591598405e-06,0.00046110149864061746,5.036966757795607e-07,1.647065058008215e-05,2.7259027996745003e-08,0.00673664061430775,1.6242269325886989e-15
26,0.0006249999999999998,1.0,-0.0007429859055436755,-110.2917173907473,2.006104631910803e-08,2.845753183482963e-06,2.4914784207875374e-05,5.732907465143092e-06,0.0004805512418685786,5.266201086603012e-07,1.7165234025282408e-05,2.845577835119767e-08,0.006736552146625716,1.6957269936654455e-15
27,0.0006499999999999998,1.0,-0.0007427012456557007,-110.25090862794535,2.094534580377548e-08,2.9607191320838417e-06,2.592140644734066e-05,5.980207158222858e-06,0.0004999867353029837,5.496346561734626e-07,1.7859696140684827e-05,2.9655105254158854e-08,0.006736463716249572,1.7671027002136373e-15
28,0.0006749999999999996,1.0,-0.0007424169188072851,-110.21014762182247,2.1833547777314555e-08,3.0755609049241048e-06,2.6925644832263876e-05,6.228276640668309e-06,0.0005194079959316187,5.727402112431542e-07,1.8554037067098992e-05,3.0857005624653177e-08,0.006736375323212803,1.838354261448885e-15
29,0.0006999999999999996,1.0,-0.0007421329245262054,-110.16943430428549,2.27256499413898e-08,3.190278647270326e-06,2.792750215752353e-05,6.4771148165814785e-06,0.0005388150407175106,5.959366669472772e-07,1.9248256945120826e-05,3.206147638642743e-08,0.0067362869675490124,1.9094818849891954e-15
30,0.0007249999999999994,1.0,-0.0007418492623434747,-110.12876860771578,2.3621650056520602e-08,3.304872504254778e-06,2.8926981213972432e-05,6.72672059188601e-06,0.0005582078865989524,6.192239165137586e-07,1.9942355915189942e-05,3.3268514467925606e-08,0.006736198649291895,1.9804857768925396e-15
31,0.0007499999999999994,1.0,-0.0007415659317932678,-110.0881504649582,2.4521545941767716e-08,3.419342620875613e-06,2.9924084788529737e-05,6.977092874316523e-06,0.0005775865504896353,6.426018533222281e-07,2.063633411753673e-05,3.4478116802251033e-08,0.006736110368475245,2.0513661416934248e-15
32,0.0007749999999999992,1.0,-0.0007412829324128493,-110.04757980931035,2.5425335474423705e-08,3.533689141694781e-06,3.091881566419007e-05,7.22823057340754e-06,0.0005969510492791039,6.660703709009657e-07,2.133019169212946e-05,3.569028032714079e-08,0.0067360221251329564,2.122123182437854e-15
33,0.0007999999999999992,1.0,-0.0007410002637425009,-110.00705657451223,2.633301658970674e-08,3.6479122112413487e-06,3.191117662003254e-05,7.4801326004834714e-06,0.0006163013998324566,6.8962936292659e-07,2.20239287788416e-05,3.690500198493264e-08,0.006735933919298999,2.1927571007180294e-15
34,0.0008249999999999991,1.0,-0.0007407179253254537,-109.9665806947359,2.724458728045826e-08,3.7620119738101644e-06,3.2901170431311854e-05,7.732797868647927e-06,0.0006356376189909075,7.132787232237827e-07,2.2717545517233632e-05,3.812227872253869e-08,0.006735845751007442,2.263268096706427e-15
35,0.000849999999999999,1.0,-0.0007404359167078198,-109.92615210457569,2.816004559684391e-08,3.875988573462091e-06,3.388879986938462e-05,7.986225292774184e-06,0.0006549597235718086,7.370183457643541e-07,2.3411042046830278e-05,3.934210749141428e-08,0.0067357576202924235,2.333656369188007e-15
36,0.0008749999999999989,1.0,-0.0007401542374385269,-109.8857707390385,2.9079389646057966e-08,3.989842154124916e-06,3.4874067701882164e-05,8.24041378949508e-06,0.0006742677303684575,7.608481246642374e-07,2.4104418506847272e-05,4.056448524752782e-08,0.006735669527188167,2.4039221155924896e-15
37,0.0008999999999999988,1.0,-0.0007398728870692541,-109.84543653353445,3.000261759203114e-08,4.1035728594928435e-06,3.585697669247232e-05,8.495362277193256e-06,0.0006935616561508724,7.847679541853647e-07,2.479767503630339e-05,4.178940895134013e-08,0.006735581471728961,2.4740655320250186e-15
38,0.0009249999999999987,1.0,-0.0007395918658559394,-109.80512312373835,3.093023445299602e-08,4.217182944068059e-06,3.683758319521411e-05,8.751115069951489e-06,0.0007128415517445782,8.087839412047889e-07,2.54908165678337e-05,4.301697360719664e-08,0.00673549507359962,2.5441737586188116e-15
39,0.0009499999999999987,1.0,-0.0007393111731355787,-109.76482500224236,3.1862850547649844e-08,4.330675107637532e-06,3.781595486358193e-05,9.007726039616595e-06,0.0007321074751643408,8.329035020803435e-07,2.6183849044567613e-05,4.4247294875411794e-08,0.006735410666581716,2.6142649848510373e-15
40,0.0009749999999999985,1.0,-0.0007390308084663386,-109.72457398626133,3.2800460118453776e-08,4.444049488087043e-06,3.879209431524293e-05,9.265193966861904e-06,0.0007513594430370706,8.571265152414838e-07,2.6876772592771044e-05,4.5480369456174215e-08,0.0067353262958111185,2.6842340091282964e-15
41,0.0009999999999999985,1.0,-0.0007387507714089025,-109.68437001243686,3.3743057481725254e-08,4.557306222969183e-06,3.9766004164296605e-05,9.523517634306888e-06,0.0007705974719668881,8.814528592809421e-07,2.7569587338576632e-05,4.671619405444318e-08,0.0067352419613217205,2.754081023519099e-15
42,0.0010249999999999984,1.0,-0.0007384710615264134,-109.64421301777146,3.469063702722865e-08,4.6704454499059375e-06,4.073768702120038e-05,9.782695826507916e-06,0.0007898215785348224,9.058824129545123e-07,2.8262293407930484e-05,4.7954765379927744e-08,0.0067351576631474366,2.8238062189069834e-15
43,0.0010499999999999982,1.0,-0.00073819167838442,-109.60410293962033,3.564319321777003e-08,4.783467306186452e-06,4.170714549310375e-05,1.0042727329948027e-05,0.000809031779299369,9.304150551794334e-07,2.895489092653897e-05,4.9196080147063996e-08,0.006735073401322225,2.8934097850183673e-15
44,0.0010749999999999983,1.0,-0.000737912621550823,-109.56403971568366,3.660072058879594e-08,4.896371928867849e-06,4.267438218352821e-05,1.0303610933027997e-05,0.0008282280907960797,9.550506650335004e-07,2.964738002003505e-05,5.0440135074981355e-08,0.006734989175880065,2.9628919104476217e-15
45,0.0010999999999999981,1.0,-0.000737633890595824,-109.5240232839989,3.756321374799634e-08,5.009159454976473e-06,4.363939969261911e-05,1.0565345426056653e-05,0.0008474105295382279,9.797891217541934e-07,3.033976081387004e-05,5.168692688748131e-08,0.006734904986854969,3.0322527826826243e-15
46,0.001124999999999998,1.0,-0.000737355485091874,-109.48405358293343,3.853066737491127e-08,5.121830021206437e-06,4.4602200617152045e-05,1.0827929601241851e-05,0.0008665791120165046,1.0046303047385544e-06,3.103203343326033e-05,5.293645231301406e-08,0.006734820834280969,3.101492588129189e-15
47,0.001149999999999998,1.0,-0.000737077404613625,-109.44413055117722,3.95030762205414e-08,5.234383764120863e-06,4.5562787550294966e-05,1.1091362252681674e-05,0.0008857338546994677,1.0295740935409063e-06,3.172419800329864e-05,5.418870808465587e-08,0.006734736718192118,3.1706115121350925e-15
48,0.0011749999999999979,1.0,-0.0007367996487378816,-109.40425412773584,4.048043510696241e-08,5.3468208202524725e-06,4.6521163081940446e-05,1.1355642176355438e-05,0.0009048747740333455,1.0546203678742258e-06,3.2416254648955476e-05,5.544369094008127e-08,0.006734652638622489,3.2396097390133944e-15
49,0.0011999999999999977,1.0,-0.0007365222170435549,-109.3644242519236,4.1462738926943274e-08,5.459141325701832e-06,4.7477329798630266e-05,1.162076817011525e-05,0.0009240018864422703,1.0797690076071629e-06,3.31082034949709e-05,5.670139762154482e-08,0.0067345685956061736,3.308487452065016e-15
50,0.0012249999999999976,1.0,-0.0007362451091116167,-109.32464086335679,4.244998264356811e-08,5.5713454166398495e-06,4.843129028339904e-05,1.1886739033677394e-05,0.0009431152083285108,1.1050198927639885e-06,3.3800044665965643e-05,5.7961824875851705e-08,0.006734484589177277,3.3772448336010983e-15
51,0.0012499999999999976,1.0,-0.0007359683245250552,-109.28490390194725,4.3442161289861723e-08,5.683433228906087e-06,4.9383047116024045e-05,1.2153553568614235e-05,0.0009622147560723823,1.130372903523832e-06,3.449177828638762e-05,5.922496945434083e-08,0.006734400619369915,3.4458820649642614e-15
52,0.0012749999999999975,1.0,-0.0007356918628688318,-109.24521330789595,4.443926996841877e-08,5.79540489810941e-06,5.033260287294971e-05,1.2421210578345837e-05,0.000981300546032372,1.155827920221424e-06,3.518340448056812e-05,6.049082811286573e-08,0.006734316686218214,3.5143993265496535e-15
53,0.0012999999999999973,1.0,-0.00073541572372984,-109.20556902168687,4.544130385103663e-08,5.90726055992931e-06,5.1279960127293386e-05,1.2689708868131965e-05,0.0010003725945454773,1.1813848233441473e-06,3.587492337261355e-05,6.175939761177004e-08,0.006734232789756313,3.582796797825511e-15
54,0.0013249999999999974,1.0,-0.000735139906696863,-109.16597098408096,4.6448258178351776e-08,6.01900034961406e-06,5.222512144877011e-05,1.2959047245064385e-05,0.001019430917927009,1.2070434935320603e-06,3.656633508646157e-05,6.303067471586362e-08,0.00673414893001835,3.651074657352941e-15
55,0.0013499999999999973,1.0,-0.0007348644113605349,-109.12641913611023,4.7460128259479316e-08,6.130624402382406e-06,5.3168089403940987e-05,1.3229224518059079e-05,0.0010384755324707139,1.2328038115771975e-06,3.7257639745937085e-05,6.430465619440525e-08,0.006734065107038469,3.7192330828054305e-15
56,0.001374999999999997,1.0,-0.0007345892373133019,-109.08691341907209,4.847690947165641e-08,6.242132853222951e-06,5.4108866556056625e-05,1.3500239497848487e-05,0.0010575064544491141,1.2586656584236406e-06,3.794883747475343e-05,6.558133882108598e-08,0.006733981320850819,3.787272250987531e-15
57,0.001399999999999997,1.0,-0.0007343143841493839,-109.04745377452375,4.9498597259888905e-08,6.353525836994632e-06,5.504745546506258e-05,1.3772090996974148e-05,0.0010765237001133078,1.2846289151668605e-06,3.863992839634949e-05,6.686071937400398e-08,0.006733897571489545,3.85519233785361e-15
58,0.001424999999999997,1.0,-0.0007340398514647383,-109.00804014427683,5.052518713660138e-08,6.464803488326528e-06,5.598385868768537e-05,1.4044777829779618e-05,0.0010955272856931998,1.310693463050784e-06,3.933091263410973e-05,6.8142794635649e-08,0.006733813858988795,3.922993518525183e-15
59,0.0014499999999999969,1.0,-0.0007337656388570233,-108.96867247039208,5.155667468129042e-08,6.5759659418185746e-06,5.691807877735694e-05,1.43182988124029e-05,0.0011145172273976235,1.336859183469423e-06,4.0021790311201236e-05,6.942756139288447e-08,0.006733730183382707,3.9906759673090546e-15
60,0.0014749999999999967,1.0,-0.000733491745925564,-108.92935069517415,5.259305554018112e-08,6.687013331740819e-06,5.785011828438088e-05,1.4592652762769395e-05,0.0011334935414143573,1.3631259579670263e-06,4.071256155062963e-05,7.07150164369238e-08,0.006733646544705417,4.058239857713779e-15
61,0.0014999999999999968,1.0,-0.0007332181722713178,-108.89007476116669,5.3634325425887084e-08,6.7979457922341325e-06,5.877997975585666e-05,1.4867838500585241e-05,0.0011524562439102462,1.3894936682343991e-06,4.14032264753494e-05,7.200515656331664e-08,0.006733562942991057,4.125685362466698e-15
62,0.0015249999999999966,1.0,-0.000732944917496841,-108.85084461114748,5.468048011707349e-08,6.908763457310299e-06,5.9707665735604044e-05,1.5143854847330024e-05,0.001171405351031216,1.4159621961105985e-06,4.2093785208046476e-05,7.329797857192931e-08,0.006733479378273742,4.193012653529353e-15
63,0.0015499999999999965,1.0,-0.0007326719812062571,-108.81166018812354,5.573151545812315e-08,7.019466460852104e-06,6.063317876432878e-05,1.5420700626250384e-05,0.001190340878902396,1.4425314235815757e-06,4.278423787124861e-05,7.459347926692891e-08,0.0067333958505875835,4.260221902114133e-15
64,0.0015749999999999965,1.0,-0.000732399363005225,-108.77252143532661,5.678742735880585e-08,7.130054936413053e-06,6.155652137954677e-05,1.5698374662353372e-05,0.0012092628436283469,1.469201232780376e-06,4.3474584587435586e-05,7.589165545676791e-08,0.006733312359966676,4.327313278698965e-15
65,0.0015999999999999964,1.0,-0.000732127062500908,-108.73342829620861,5.7848211793951014e-08,7.240529017518095e-06,6.247769611558876e-05,1.597687578239978e-05,0.001228171261292861,1.4959715059850149e-06,4.4164825478876476e-05,7.719250395415988e-08,0.0067332289064451056,4.394286953042155e-15
66,0.0016249999999999962,1.0,-0.000731855079301945,-108.69438071443732,5.8913864803122796e-08,7.350888837563492e-06,6.339670550376506e-05,1.6256202814897626e-05,0.0012470661479591898,1.5228421256194819e-06,4.485496066768525e-05,7.84960215760744e-08,0.006733145490056934,4.461143094197219e-15
67,0.001649999999999996,1.0,-0.0007315834130184201,-108.65537863389184,5.998438249029885e-08,7.461134529716763e-06,6.431355207204949e-05,1.6536354590096234e-05,0.0012659475196701655,1.5498129742524163e-06,4.554499027587629e-05,7.980220514371046e-08,0.006733062110836217,4.52788187052725e-15
68,0.0016749999999999962,1.0,-0.000731312063261835,-108.6164219986588,6.105976102355164e-08,7.5712662269168385e-06,6.522823834548416e-05,1.6817329939979687e-05,0.0012848153924482136,1.5768839345973633e-06,4.6234914425201776e-05,8.11110514824861e-08,0.0067329787688169785,4.594503449717962e-15
69,0.001699999999999996,1.0,-0.0007310410296450819,-108.57751075302792,6.213999663473304e-08,7.681284061974302e-06,6.614076684594342e-05,1.709912769826089e-05,0.0013036697822953669,1.6040548895098761e-06,4.692473323737077e-05,8.242255742202209e-08,0.006732895464033239,4.661007998791907e-15
70,0.0017249999999999959,1.0,-0.0007307703117824154,-108.5386448414884,6.322508561916138e-08,7.79118816767155e-06,6.705114009213827e-05,1.7381746700375365e-05,0.0013225107051933849,1.631325721990967e-06,4.761444683388656e-05,8.373671979612921e-08,0.006732812196518983,4.727395684120975e-15
71,0.001749999999999996,1.0,-0.0007304999092894269,-108.49982420872479,6.431502433531194e-08,7.90097867646261e-06,6.79593605997004e-05,1.7665185783475654e-05,0.0013413381771038744,1.6586963151826321e-06,4.830405533615659e-05,8.505353544278332e-08,0.00673272896630818,4.793666671439388e-15
72,0.0017749999999999958,1.0,-0.0007302298217830193,-108.46104879961337,6.540980920450963e-08,8.010655720773482e-06,6.886543088134555e-05,1.794944378642507e-05,0.001360152213968409,1.6861665523705492e-06,4.89935588653844e-05,8.637300120412616e-08,0.006732645773434771,4.859821125856151e-15
