,t,stimstate,Qm,Vm,"('m', 'CaHVA')","('h', 'CaHVA')","('m', 'Ih')","('m', 'NaTs2t')","('h', 'NaTs2t')","('m', 'CaLVAst')","('h', 'CaLVAst')","('m', 'SKv31')",Cm,iax
0,0.0,0.0,-0.00075,-85.73559945926456,3.540798467948084e-07,0.8026642920830088,0.0843878856833029,0.00018925837783218753,0.9864705752979879,0.0004890288568106367,0.33932300588798725,2.1092822561138442e-05,0.008747824762762015,-141716.20979400506
1,0.0,0.0,-0.00075,-85.73559945926456,3.540798467948084e-07,0.8026642920830088,0.0843878856833029,0.00018925837783218753,0.9864705752979879,0.0004890288568106367,0.33932300588798725,2.1092822561138442e-05,0.008747824762762015,-141716.20979400506
2,2.5e-05,0.0,-0.0005954889759857173,-85.73559945926456,3.540798467948084e-07,0.8026642920830088,0.0843878856833029,0.00018925837783218753,0.9864705752979879,0.0004890288568106367,0.33932300588798725,2.1092822561138442e-05,0.006945644280106201,-141716.20979400506
3,5e-05,1.0,-0.0005482771389505789,-88.91324024391923,3.718791399649711e-07,0.8026642908185958,0.08438804751725971,0.0001905881226586879,0.986468998903428,0.0004892094202469665,0.3393231169761588,2.1096097042029193e-05,0.006166428503184322,-99065.83886732835
4,7.5e-05,1.0,-0.0005345242842350128,-82.00257567561866,4.163829446849126e-07,0.8026642853148046,0.08438811060019219,0.00019281870270721244,0.9864668470919034,0.0004895465243050707,0.33932315451764783,2.1101258528187485e-05,0.006518384085268918,-80114.01484594094
5,9.999999999999999e-05,1.0,-0.0005270931093075027,-79.98283118494908,4.7429071590920415e-07,0.8026642785807827,0.08438815268020138,0.00019539852592989233,0.9864645124680722,0.0004899483105820207,0.33932316252251205,2.110711725075392e-05,0.00659007816425845,-77267.30976366154
6,0.00012499999999999998,1.0,-0.0005221419691253691,-78.89037986777473,5.408686380101421e-07,0.8026642711807667,0.08438818448202269,0.00019818482149343132,0.9864620765584833,0.0004903891217902986,0.3393231527203431,2.1113383902710127e-05,0.006618575927768533,-76038.28046982833
7,0.00015,1.0,-0.0005182197572786942,-78.16206678977578,6.13866638594153e-07,0.8026642633362856,0.08438820984599935,0.00020111619703743342,0.9864595721571631,0.0004908576888879076,0.33932313024233723,2.1119935754463488e-05,0.006630067225224415,-75266.25668714492
8,0.00017500000000000003,1.0,-0.0005152200775662704,-77.58484919387392,6.923999020590492e-07,0.802664255139056,0.08438823032736967,0.0002041672599595218,0.9864570129112614,0.0004913493750472145,0.33932309718100134,2.1126722190458298e-05,0.006640730541072599,-74651.47113703079
9,0.00020000000000000004,1.0,-0.0005127805374283554,-77.14315807980879,7.75579601765284e-07,0.8026642466714483,0.0843882472745587,0.0002073142155799649,0.9864544111822798,0.000491859783420953,0.3393230555271102,2.1133695990678043e-05,0.006647129184131354,-74197.80591948068
10,0.00022500000000000008,1.0,-0.0005107466950277665,-76.78394532890758,8.625368049690641e-07,0.802664237983951,0.08438826134751483,0.00021053906702894233,0.9864517749090879,0.0004923854175087851,0.3393230068852071,2.1140822138240025e-05,0.006651738105406794,-73832.47343563322
11,0.00025000000000000006,1.0,-0.0005089241345492048,-76.48446998424717,9.526421633467069e-07,0.8026642291131322,0.0843882730242256,0.0002138287786809296,0.9864491098416777,0.0004929237448594079,0.3393229524174321,2.114807527088475e-05,0.006653953863497039,-73530.74807144603
12,0.00027500000000000007,1.0,-0.0005073532669182723,-76.21595165836902,1.0458888127832699e-06,0.8026642200775113,0.08438828267088785,0.00021717969902940935,0.9864464186195924,0.0004934741929181133,0.3393228923600182,2.1155447915520243e-05,0.006656785828673196,-73256.6352890707
