radius, frequency, amplitude, startcharge, endcharge, overtones
16.0, 20.0, 0.0, 0, 10, 0
16.0, 20.0, 0.0, 10, 20, 0
16.0, 20.0, 0.0, 20, 30, 0
16.0, 20.0, 0.0, 30, 40, 0
16.0, 20.0, 0.0, 40, 50, 0
16.0, 20.0, 0.0, 50, 60, 0
16.0, 20.0, 0.0, 60, 70, 0
16.0, 20.0, 0.0, 70, 80, 0
16.0, 20.0, 0.0, 80, 90, 0
16.0, 20.0, 0.0, 90, 100, 0
16.0, 20.0, 0.0, 100, 110, 0
16.0, 20.0, 0.0, 110, 120, 0
16.0, 20.0, 0.0, 120, 130, 0
16.0, 20.0, 0.0, 130, 140, 0
16.0, 20.0, 0.0, 140, 150, 0
16.0, 20.0, 0.0, 150, 160, 0
16.0, 20.0, 0.0, 160, 170, 0
16.0, 20.0, 0.0, 170, 180, 0
16.0, 20.0, 0.0, 180, 190, 0
16.0, 20.0, 0.0, 190, 200, 0
16.0, 20.0, 0.0, 200, 210, 0
16.0, 20.0, 0.0, 210, 220, 0
16.0, 20.0, 0.0, 220, 230, 0
16.0, 20.0, 0.0, 230, 240, 0
16.0, 20.0, 0.0, 240, 250, 0
16.0, 20.0, 0.0, 250, 260, 0
16.0, 20.0, 0.0, 260, 270, 0
16.0, 20.0, 0.0, 270, 280, 0
16.0, 20.0, 0.0, 280, 290, 0
16.0, 20.0, 0.0, 290, 300, 0
16.0, 20.0, 0.0, 300, 310, 0
16.0, 20.0, 0.0, 310, 320, 0
16.0, 20.0, 0.0, 320, 330, 0
16.0, 20.0, 0.1, 0, 10, 0
16.0, 20.0, 0.1, 10, 20, 0
16.0, 20.0, 0.1, 20, 30, 0
16.0, 20.0, 0.1, 30, 40, 0
16.0, 20.0, 0.1, 40, 50, 0
16.0, 20.0, 0.1, 50, 60, 0
16.0, 20.0, 0.1, 60, 70, 0
16.0, 20.0, 0.1, 70, 80, 0
16.0, 20.0, 0.1, 80, 90, 0
16.0, 20.0, 0.1, 90, 100, 0
16.0, 20.0, 0.1, 100, 110, 0
16.0, 20.0, 0.1, 110, 120, 0
16.0, 20.0, 0.1, 120, 130, 0
16.0, 20.0, 0.1, 130, 140, 0
16.0, 20.0, 0.1, 140, 150, 0
16.0, 20.0, 0.1, 150, 160, 0
16.0, 20.0, 0.1, 160, 170, 0
16.0, 20.0, 0.1, 170, 180, 0
16.0, 20.0, 0.1, 180, 190, 0
16.0, 20.0, 0.1, 190, 200, 0
16.0, 20.0, 0.1, 200, 210, 0
16.0, 20.0, 0.1, 210, 220, 0
16.0, 20.0, 0.1, 220, 230, 0
16.0, 20.0, 0.1, 230, 240, 0
16.0, 20.0, 0.1, 240, 250, 0
16.0, 20.0, 0.1, 250, 260, 0
16.0, 20.0, 0.1, 260, 270, 0
16.0, 20.0, 0.1, 270, 280, 0
16.0, 20.0, 0.1, 280, 290, 0
16.0, 20.0, 0.1, 290, 300, 0
16.0, 20.0, 0.1, 300, 310, 0
16.0, 20.0, 0.1, 310, 320, 0
16.0, 20.0, 0.1, 320, 330, 0
16.0, 20.0, 0.11942771623577338, 0, 10, 0
16.0, 20.0, 0.11942771623577338, 10, 20, 0
16.0, 20.0, 0.11942771623577338, 20, 30, 0
16.0, 20.0, 0.11942771623577338, 30, 40, 0
16.0, 20.0, 0.11942771623577338, 40, 50, 0
16.0, 20.0, 0.11942771623577338, 50, 60, 0
16.0, 20.0, 0.11942771623577338, 60, 70, 0
16.0, 20.0, 0.11942771623577338, 70, 80, 0
16.0, 20.0, 0.11942771623577338, 80, 90, 0
16.0, 20.0, 0.11942771623577338, 90, 100, 0
16.0, 20.0, 0.11942771623577338, 100, 110, 0
16.0, 20.0, 0.11942771623577338, 110, 120, 0
16.0, 20.0, 0.11942771623577338, 120, 130, 0
16.0, 20.0, 0.11942771623577338, 130, 140, 0
16.0, 20.0, 0.11942771623577338, 140, 150, 0
16.0, 20.0, 0.11942771623577338, 150, 160, 0
16.0, 20.0, 0.11942771623577338, 160, 170, 0
16.0, 20.0, 0.11942771623577338, 170, 180, 0
16.0, 20.0, 0.11942771623577338, 180, 190, 0
16.0, 20.0, 0.11942771623577338, 190, 200, 0
16.0, 20.0, 0.11942771623577338, 200, 210, 0
16.0, 20.0, 0.11942771623577338, 210, 220, 0
16.0, 20.0, 0.11942771623577338, 220, 230, 0
16.0, 20.0, 0.11942771623577338, 230, 240, 0
16.0, 20.0, 0.11942771623577338, 240, 250, 0
16.0, 20.0, 0.11942771623577338, 250, 260, 0
16.0, 20.0, 0.11942771623577338, 260, 270, 0
16.0, 20.0, 0.11942771623577338, 270, 280, 0
16.0, 20.0, 0.11942771623577338, 280, 290, 0
16.0, 20.0, 0.11942771623577338, 290, 300, 0
16.0, 20.0, 0.11942771623577338, 300, 310, 0
16.0, 20.0, 0.11942771623577338, 310, 320, 0
16.0, 20.0, 0.11942771623577338, 320, 330, 0
16.0, 20.0, 0.14262979405292406, 0, 10, 0
16.0, 20.0, 0.14262979405292406, 10, 20, 0
16.0, 20.0, 0.14262979405292406, 20, 30, 0
16.0, 20.0, 0.14262979405292406, 30, 40, 0
16.0, 20.0, 0.14262979405292406, 40, 50, 0
16.0, 20.0, 0.14262979405292406, 50, 60, 0
16.0, 20.0, 0.14262979405292406, 60, 70, 0
16.0, 20.0, 0.14262979405292406, 70, 80, 0
16.0, 20.0, 0.14262979405292406, 80, 90, 0
16.0, 20.0, 0.14262979405292406, 90, 100, 0
16.0, 20.0, 0.14262979405292406, 100, 110, 0
16.0, 20.0, 0.14262979405292406, 110, 120, 0
16.0, 20.0, 0.14262979405292406, 120, 130, 0
16.0, 20.0, 0.14262979405292406, 130, 140, 0
16.0, 20.0, 0.14262979405292406, 140, 150, 0
16.0, 20.0, 0.14262979405292406, 150, 160, 0
16.0, 20.0, 0.14262979405292406, 160, 170, 0
16.0, 20.0, 0.14262979405292406, 170, 180, 0
16.0, 20.0, 0.14262979405292406, 180, 190, 0
16.0, 20.0, 0.14262979405292406, 190, 200, 0
16.0, 20.0, 0.14262979405292406, 200, 210, 0
16.0, 20.0, 0.14262979405292406, 210, 220, 0
16.0, 20.0, 0.14262979405292406, 220, 230, 0
16.0, 20.0, 0.14262979405292406, 230, 240, 0
16.0, 20.0, 0.14262979405292406, 240, 250, 0
16.0, 20.0, 0.14262979405292406, 250, 260, 0
16.0, 20.0, 0.14262979405292406, 260, 270, 0
16.0, 20.0, 0.14262979405292406, 270, 280, 0
16.0, 20.0, 0.14262979405292406, 280, 290, 0
16.0, 20.0, 0.14262979405292406, 290, 300, 0
16.0, 20.0, 0.14262979405292406, 300, 310, 0
16.0, 20.0, 0.14262979405292406, 310, 320, 0
16.0, 20.0, 0.14262979405292406, 320, 330, 0
16.0, 20.0, 0.17033950570919412, 0, 10, 0
16.0, 20.0, 0.17033950570919412, 10, 20, 0
16.0, 20.0, 0.17033950570919412, 20, 30, 0
16.0, 20.0, 0.17033950570919412, 30, 40, 0
16.0, 20.0, 0.17033950570919412, 40, 50, 0
16.0, 20.0, 0.17033950570919412, 50, 60, 0
16.0, 20.0, 0.17033950570919412, 60, 70, 0
16.0, 20.0, 0.17033950570919412, 70, 80, 0
16.0, 20.0, 0.17033950570919412, 80, 90, 0
16.0, 20.0, 0.17033950570919412, 90, 100, 0
16.0, 20.0, 0.17033950570919412, 100, 110, 0
16.0, 20.0, 0.17033950570919412, 110, 120, 0
16.0, 20.0, 0.17033950570919412, 120, 130, 0
16.0, 20.0, 0.17033950570919412, 130, 140, 0
16.0, 20.0, 0.17033950570919412, 140, 150, 0
16.0, 20.0, 0.17033950570919412, 150, 160, 0
16.0, 20.0, 0.17033950570919412, 160, 170, 0
16.0, 20.0, 0.17033950570919412, 170, 180, 0
16.0, 20.0, 0.17033950570919412, 180, 190, 0
16.0, 20.0, 0.17033950570919412, 190, 200, 0
16.0, 20.0, 0.17033950570919412, 200, 210, 0
16.0, 20.0, 0.17033950570919412, 210, 220, 0
16.0, 20.0, 0.17033950570919412, 220, 230, 0
16.0, 20.0, 0.17033950570919412, 230, 240, 0
16.0, 20.0, 0.17033950570919412, 240, 250, 0
16.0, 20.0, 0.17033950570919412, 250, 260, 0
16.0, 20.0, 0.17033950570919412, 260, 270, 0
16.0, 20.0, 0.17033950570919412, 270, 280, 0
16.0, 20.0, 0.17033950570919412, 280, 290, 0
16.0, 20.0, 0.17033950570919412, 290, 300, 0
16.0, 20.0, 0.17033950570919412, 300, 310, 0
16.0, 20.0, 0.17033950570919412, 310, 320, 0
16.0, 20.0, 0.17033950570919412, 320, 330, 0
16.0, 20.0, 0.2034325815157953, 0, 10, 0
16.0, 20.0, 0.2034325815157953, 10, 20, 0
16.0, 20.0, 0.2034325815157953, 20, 30, 0
16.0, 20.0, 0.2034325815157953, 30, 40, 0
16.0, 20.0, 0.2034325815157953, 40, 50, 0
16.0, 20.0, 0.2034325815157953, 50, 60, 0
16.0, 20.0, 0.2034325815157953, 60, 70, 0
16.0, 20.0, 0.2034325815157953, 70, 80, 0
16.0, 20.0, 0.2034325815157953, 80, 90, 0
16.0, 20.0, 0.2034325815157953, 90, 100, 0
16.0, 20.0, 0.2034325815157953, 100, 110, 0
16.0, 20.0, 0.2034325815157953, 110, 120, 0
16.0, 20.0, 0.2034325815157953, 120, 130, 0
16.0, 20.0, 0.2034325815157953, 130, 140, 0
16.0, 20.0, 0.2034325815157953, 140, 150, 0
16.0, 20.0, 0.2034325815157953, 150, 160, 0
16.0, 20.0, 0.2034325815157953, 160, 170, 0
16.0, 20.0, 0.2034325815157953, 170, 180, 0
16.0, 20.0, 0.2034325815157953, 180, 190, 0
16.0, 20.0, 0.2034325815157953, 190, 200, 0
16.0, 20.0, 0.2034325815157953, 200, 210, 0
16.0, 20.0, 0.2034325815157953, 210, 220, 0
16.0, 20.0, 0.2034325815157953, 220, 230, 0
16.0, 20.0, 0.2034325815157953, 230, 240, 0
16.0, 20.0, 0.2034325815157953, 240, 250, 0
16.0, 20.0, 0.2034325815157953, 250, 260, 0
16.0, 20.0, 0.2034325815157953, 260, 270, 0
16.0, 20.0, 0.2034325815157953, 270, 280, 0
16.0, 20.0, 0.2034325815157953, 280, 290, 0
16.0, 20.0, 0.2034325815157953, 290, 300, 0
16.0, 20.0, 0.2034325815157953, 300, 310, 0
16.0, 20.0, 0.2034325815157953, 310, 320, 0
16.0, 20.0, 0.2034325815157953, 320, 330, 0
16.0, 20.0, 0.24295488618379238, 0, 10, 0
16.0, 20.0, 0.24295488618379238, 10, 20, 0
16.0, 20.0, 0.24295488618379238, 20, 30, 0
16.0, 20.0, 0.24295488618379238, 30, 40, 0
16.0, 20.0, 0.24295488618379238, 40, 50, 0
16.0, 20.0, 0.24295488618379238, 50, 60, 0
16.0, 20.0, 0.24295488618379238, 60, 70, 0
16.0, 20.0, 0.24295488618379238, 70, 80, 0
16.0, 20.0, 0.24295488618379238, 80, 90, 0
16.0, 20.0, 0.24295488618379238, 90, 100, 0
16.0, 20.0, 0.24295488618379238, 100, 110, 0
16.0, 20.0, 0.24295488618379238, 110, 120, 0
16.0, 20.0, 0.24295488618379238, 120, 130, 0
16.0, 20.0, 0.24295488618379238, 130, 140, 0
16.0, 20.0, 0.24295488618379238, 140, 150, 0
16.0, 20.0, 0.24295488618379238, 150, 160, 0
16.0, 20.0, 0.24295488618379238, 160, 170, 0
16.0, 20.0, 0.24295488618379238, 170, 180, 0
16.0, 20.0, 0.24295488618379238, 180, 190, 0
16.0, 20.0, 0.24295488618379238, 190, 200, 0
16.0, 20.0, 0.24295488618379238, 200, 210, 0
16.0, 20.0, 0.24295488618379238, 210, 220, 0
16.0, 20.0, 0.24295488618379238, 220, 230, 0
16.0, 20.0, 0.24295488618379238, 230, 240, 0
16.0, 20.0, 0.24295488618379238, 240, 250, 0
16.0, 20.0, 0.24295488618379238, 250, 260, 0
16.0, 20.0, 0.24295488618379238, 260, 270, 0
16.0, 20.0, 0.24295488618379238, 270, 280, 0
16.0, 20.0, 0.24295488618379238, 280, 290, 0
16.0, 20.0, 0.24295488618379238, 290, 300, 0
16.0, 20.0, 0.24295488618379238, 300, 310, 0
16.0, 20.0, 0.24295488618379238, 310, 320, 0
16.0, 20.0, 0.24295488618379238, 320, 330, 0
16.0, 20.0, 0.29015547205252573, 0, 10, 0
16.0, 20.0, 0.29015547205252573, 10, 20, 0
16.0, 20.0, 0.29015547205252573, 20, 30, 0
16.0, 20.0, 0.29015547205252573, 30, 40, 0
16.0, 20.0, 0.29015547205252573, 40, 50, 0
16.0, 20.0, 0.29015547205252573, 50, 60, 0
16.0, 20.0, 0.29015547205252573, 60, 70, 0
16.0, 20.0, 0.29015547205252573, 70, 80, 0
16.0, 20.0, 0.29015547205252573, 80, 90, 0
16.0, 20.0, 0.29015547205252573, 90, 100, 0
16.0, 20.0, 0.29015547205252573, 100, 110, 0
16.0, 20.0, 0.29015547205252573, 110, 120, 0
16.0, 20.0, 0.29015547205252573, 120, 130, 0
16.0, 20.0, 0.29015547205252573, 130, 140, 0
16.0, 20.0, 0.29015547205252573, 140, 150, 0
16.0, 20.0, 0.29015547205252573, 150, 160, 0
16.0, 20.0, 0.29015547205252573, 160, 170, 0
16.0, 20.0, 0.29015547205252573, 170, 180, 0
16.0, 20.0, 0.29015547205252573, 180, 190, 0
16.0, 20.0, 0.29015547205252573, 190, 200, 0
16.0, 20.0, 0.29015547205252573, 200, 210, 0
16.0, 20.0, 0.29015547205252573, 210, 220, 0
16.0, 20.0, 0.29015547205252573, 220, 230, 0
16.0, 20.0, 0.29015547205252573, 230, 240, 0
16.0, 20.0, 0.29015547205252573, 240, 250, 0
16.0, 20.0, 0.29015547205252573, 250, 260, 0
16.0, 20.0, 0.29015547205252573, 260, 270, 0
16.0, 20.0, 0.29015547205252573, 270, 280, 0
16.0, 20.0, 0.29015547205252573, 280, 290, 0
16.0, 20.0, 0.29015547205252573, 290, 300, 0
16.0, 20.0, 0.29015547205252573, 300, 310, 0
16.0, 20.0, 0.29015547205252573, 310, 320, 0
16.0, 20.0, 0.29015547205252573, 320, 330, 0
16.0, 20.0, 0.3465260538054591, 0, 10, 0
16.0, 20.0, 0.3465260538054591, 10, 20, 0
16.0, 20.0, 0.3465260538054591, 20, 30, 0
16.0, 20.0, 0.3465260538054591, 30, 40, 0
16.0, 20.0, 0.3465260538054591, 40, 50, 0
16.0, 20.0, 0.3465260538054591, 50, 60, 0
16.0, 20.0, 0.3465260538054591, 60, 70, 0
16.0, 20.0, 0.3465260538054591, 70, 80, 0
16.0, 20.0, 0.3465260538054591, 80, 90, 0
16.0, 20.0, 0.3465260538054591, 90, 100, 0
16.0, 20.0, 0.3465260538054591, 100, 110, 0
16.0, 20.0, 0.3465260538054591, 110, 120, 0
16.0, 20.0, 0.3465260538054591, 120, 130, 0
16.0, 20.0, 0.3465260538054591, 130, 140, 0
16.0, 20.0, 0.3465260538054591, 140, 150, 0
16.0, 20.0, 0.3465260538054591, 150, 160, 0
16.0, 20.0, 0.3465260538054591, 160, 170, 0
16.0, 20.0, 0.3465260538054591, 170, 180, 0
16.0, 20.0, 0.3465260538054591, 180, 190, 0
16.0, 20.0, 0.3465260538054591, 190, 200, 0
16.0, 20.0, 0.3465260538054591, 200, 210, 0
16.0, 20.0, 0.3465260538054591, 210, 220, 0
16.0, 20.0, 0.3465260538054591, 220, 230, 0
16.0, 20.0, 0.3465260538054591, 230, 240, 0
16.0, 20.0, 0.3465260538054591, 240, 250, 0
16.0, 20.0, 0.3465260538054591, 250, 260, 0
16.0, 20.0, 0.3465260538054591, 260, 270, 0
16.0, 20.0, 0.3465260538054591, 270, 280, 0
16.0, 20.0, 0.3465260538054591, 280, 290, 0
16.0, 20.0, 0.3465260538054591, 290, 300, 0
16.0, 20.0, 0.3465260538054591, 300, 310, 0
16.0, 20.0, 0.3465260538054591, 310, 320, 0
16.0, 20.0, 0.3465260538054591, 320, 330, 0
16.0, 20.0, 0.41384815222180704, 0, 10, 0
16.0, 20.0, 0.41384815222180704, 10, 20, 0
16.0, 20.0, 0.41384815222180704, 20, 30, 0
16.0, 20.0, 0.41384815222180704, 30, 40, 0
16.0, 20.0, 0.41384815222180704, 40, 50, 0
16.0, 20.0, 0.41384815222180704, 50, 60, 0
16.0, 20.0, 0.41384815222180704, 60, 70, 0
16.0, 20.0, 0.41384815222180704, 70, 80, 0
16.0, 20.0, 0.41384815222180704, 80, 90, 0
16.0, 20.0, 0.41384815222180704, 90, 100, 0
16.0, 20.0, 0.41384815222180704, 100, 110, 0
16.0, 20.0, 0.41384815222180704, 110, 120, 0
16.0, 20.0, 0.41384815222180704, 120, 130, 0
16.0, 20.0, 0.41384815222180704, 130, 140, 0
16.0, 20.0, 0.41384815222180704, 140, 150, 0
16.0, 20.0, 0.41384815222180704, 150, 160, 0
16.0, 20.0, 0.41384815222180704, 160, 170, 0
16.0, 20.0, 0.41384815222180704, 170, 180, 0
16.0, 20.0, 0.41384815222180704, 180, 190, 0
16.0, 20.0, 0.41384815222180704, 190, 200, 0
16.0, 20.0, 0.41384815222180704, 200, 210, 0
16.0, 20.0, 0.41384815222180704, 210, 220, 0
16.0, 20.0, 0.41384815222180704, 220, 230, 0
16.0, 20.0, 0.41384815222180704, 230, 240, 0
16.0, 20.0, 0.41384815222180704, 240, 250, 0
16.0, 20.0, 0.41384815222180704, 250, 260, 0
16.0, 20.0, 0.41384815222180704, 260, 270, 0
16.0, 20.0, 0.41384815222180704, 270, 280, 0
16.0, 20.0, 0.41384815222180704, 280, 290, 0
16.0, 20.0, 0.41384815222180704, 290, 300, 0
16.0, 20.0, 0.41384815222180704, 300, 310, 0
16.0, 20.0, 0.41384815222180704, 310, 320, 0
16.0, 20.0, 0.41384815222180704, 320, 330, 0
16.0, 20.0, 0.49424939688245123, 0, 10, 0
16.0, 20.0, 0.49424939688245123, 10, 20, 0
16.0, 20.0, 0.49424939688245123, 20, 30, 0
16.0, 20.0, 0.49424939688245123, 30, 40, 0
16.0, 20.0, 0.49424939688245123, 40, 50, 0
16.0, 20.0, 0.49424939688245123, 50, 60, 0
16.0, 20.0, 0.49424939688245123, 60, 70, 0
16.0, 20.0, 0.49424939688245123, 70, 80, 0
16.0, 20.0, 0.49424939688245123, 80, 90, 0
16.0, 20.0, 0.49424939688245123, 90, 100, 0
16.0, 20.0, 0.49424939688245123, 100, 110, 0
16.0, 20.0, 0.49424939688245123, 110, 120, 0
16.0, 20.0, 0.49424939688245123, 120, 130, 0
16.0, 20.0, 0.49424939688245123, 130, 140, 0
16.0, 20.0, 0.49424939688245123, 140, 150, 0
16.0, 20.0, 0.49424939688245123, 150, 160, 0
16.0, 20.0, 0.49424939688245123, 160, 170, 0
16.0, 20.0, 0.49424939688245123, 170, 180, 0
16.0, 20.0, 0.49424939688245123, 180, 190, 0
16.0, 20.0, 0.49424939688245123, 190, 200, 0
16.0, 20.0, 0.49424939688245123, 200, 210, 0
16.0, 20.0, 0.49424939688245123, 210, 220, 0
16.0, 20.0, 0.49424939688245123, 220, 230, 0
16.0, 20.0, 0.49424939688245123, 230, 240, 0
16.0, 20.0, 0.49424939688245123, 240, 250, 0
16.0, 20.0, 0.49424939688245123, 250, 260, 0
16.0, 20.0, 0.49424939688245123, 260, 270, 0
16.0, 20.0, 0.49424939688245123, 270, 280, 0
16.0, 20.0, 0.49424939688245123, 280, 290, 0
16.0, 20.0, 0.49424939688245123, 290, 300, 0
16.0, 20.0, 0.49424939688245123, 300, 310, 0
16.0, 20.0, 0.49424939688245123, 310, 320, 0
16.0, 20.0, 0.49424939688245123, 320, 330, 0
16.0, 20.0, 0.5902707672057951, 0, 10, 0
16.0, 20.0, 0.5902707672057951, 10, 20, 0
16.0, 20.0, 0.5902707672057951, 20, 30, 0
16.0, 20.0, 0.5902707672057951, 30, 40, 0
16.0, 20.0, 0.5902707672057951, 40, 50, 0
16.0, 20.0, 0.5902707672057951, 50, 60, 0
16.0, 20.0, 0.5902707672057951, 60, 70, 0
16.0, 20.0, 0.5902707672057951, 70, 80, 0
16.0, 20.0, 0.5902707672057951, 80, 90, 0
16.0, 20.0, 0.5902707672057951, 90, 100, 0
16.0, 20.0, 0.5902707672057951, 100, 110, 0
16.0, 20.0, 0.5902707672057951, 110, 120, 0
16.0, 20.0, 0.5902707672057951, 120, 130, 0
16.0, 20.0, 0.5902707672057951, 130, 140, 0
16.0, 20.0, 0.5902707672057951, 140, 150, 0
16.0, 20.0, 0.5902707672057951, 150, 160, 0
16.0, 20.0, 0.5902707672057951, 160, 170, 0
16.0, 20.0, 0.5902707672057951, 170, 180, 0
16.0, 20.0, 0.5902707672057951, 180, 190, 0
16.0, 20.0, 0.5902707672057951, 190, 200, 0
16.0, 20.0, 0.5902707672057951, 200, 210, 0
16.0, 20.0, 0.5902707672057951, 210, 220, 0
16.0, 20.0, 0.5902707672057951, 220, 230, 0
16.0, 20.0, 0.5902707672057951, 230, 240, 0
16.0, 20.0, 0.5902707672057951, 240, 250, 0
16.0, 20.0, 0.5902707672057951, 250, 260, 0
16.0, 20.0, 0.5902707672057951, 260, 270, 0
16.0, 20.0, 0.5902707672057951, 270, 280, 0
16.0, 20.0, 0.5902707672057951, 280, 290, 0
16.0, 20.0, 0.5902707672057951, 290, 300, 0
16.0, 20.0, 0.5902707672057951, 300, 310, 0
16.0, 20.0, 0.5902707672057951, 310, 320, 0
16.0, 20.0, 0.5902707672057951, 320, 330, 0
16.0, 20.0, 0.7049468968812594, 0, 10, 0
16.0, 20.0, 0.7049468968812594, 10, 20, 0
16.0, 20.0, 0.7049468968812594, 20, 30, 0
16.0, 20.0, 0.7049468968812594, 30, 40, 0
16.0, 20.0, 0.7049468968812594, 40, 50, 0
16.0, 20.0, 0.7049468968812594, 50, 60, 0
16.0, 20.0, 0.7049468968812594, 60, 70, 0
16.0, 20.0, 0.7049468968812594, 70, 80, 0
16.0, 20.0, 0.7049468968812594, 80, 90, 0
16.0, 20.0, 0.7049468968812594, 90, 100, 0
16.0, 20.0, 0.7049468968812594, 100, 110, 0
16.0, 20.0, 0.7049468968812594, 110, 120, 0
16.0, 20.0, 0.7049468968812594, 120, 130, 0
16.0, 20.0, 0.7049468968812594, 130, 140, 0
16.0, 20.0, 0.7049468968812594, 140, 150, 0
16.0, 20.0, 0.7049468968812594, 150, 160, 0
16.0, 20.0, 0.7049468968812594, 160, 170, 0
16.0, 20.0, 0.7049468968812594, 170, 180, 0
16.0, 20.0, 0.7049468968812594, 180, 190, 0
16.0, 20.0, 0.7049468968812594, 190, 200, 0
16.0, 20.0, 0.7049468968812594, 200, 210, 0
16.0, 20.0, 0.7049468968812594, 210, 220, 0
16.0, 20.0, 0.7049468968812594, 220, 230, 0
16.0, 20.0, 0.7049468968812594, 230, 240, 0
16.0, 20.0, 0.7049468968812594, 240, 250, 0
16.0, 20.0, 0.7049468968812594, 250, 260, 0
16.0, 20.0, 0.7049468968812594, 260, 270, 0
16.0, 20.0, 0.7049468968812594, 270, 280, 0
16.0, 20.0, 0.7049468968812594, 280, 290, 0
16.0, 20.0, 0.7049468968812594, 290, 300, 0
16.0, 20.0, 0.7049468968812594, 300, 310, 0
16.0, 20.0, 0.7049468968812594, 310, 320, 0
16.0, 20.0, 0.7049468968812594, 320, 330, 0
16.0, 20.0, 0.8419019796202405, 0, 10, 0
16.0, 20.0, 0.8419019796202405, 10, 20, 0
16.0, 20.0, 0.8419019796202405, 20, 30, 0
16.0, 20.0, 0.8419019796202405, 30, 40, 0
16.0, 20.0, 0.8419019796202405, 40, 50, 0
16.0, 20.0, 0.8419019796202405, 50, 60, 0
16.0, 20.0, 0.8419019796202405, 60, 70, 0
16.0, 20.0, 0.8419019796202405, 70, 80, 0
16.0, 20.0, 0.8419019796202405, 80, 90, 0
16.0, 20.0, 0.8419019796202405, 90, 100, 0
16.0, 20.0, 0.8419019796202405, 100, 110, 0
16.0, 20.0, 0.8419019796202405, 110, 120, 0
16.0, 20.0, 0.8419019796202405, 120, 130, 0
16.0, 20.0, 0.8419019796202405, 130, 140, 0
16.0, 20.0, 0.8419019796202405, 140, 150, 0
16.0, 20.0, 0.8419019796202405, 150, 160, 0
16.0, 20.0, 0.8419019796202405, 160, 170, 0
16.0, 20.0, 0.8419019796202405, 170, 180, 0
16.0, 20.0, 0.8419019796202405, 180, 190, 0
16.0, 20.0, 0.8419019796202405, 190, 200, 0
16.0, 20.0, 0.8419019796202405, 200, 210, 0
16.0, 20.0, 0.8419019796202405, 210, 220, 0
16.0, 20.0, 0.8419019796202405, 220, 230, 0
16.0, 20.0, 0.8419019796202405, 230, 240, 0
16.0, 20.0, 0.8419019796202405, 240, 250, 0
16.0, 20.0, 0.8419019796202405, 250, 260, 0
16.0, 20.0, 0.8419019796202405, 260, 270, 0
16.0, 20.0, 0.8419019796202405, 270, 280, 0
16.0, 20.0, 0.8419019796202405, 280, 290, 0
16.0, 20.0, 0.8419019796202405, 290, 300, 0
16.0, 20.0, 0.8419019796202405, 300, 310, 0
16.0, 20.0, 0.8419019796202405, 310, 320, 0
16.0, 20.0, 0.8419019796202405, 320, 330, 0
16.0, 20.0, 1.0054643072042193, 0, 10, 0
16.0, 20.0, 1.0054643072042193, 10, 20, 0
16.0, 20.0, 1.0054643072042193, 20, 30, 0
16.0, 20.0, 1.0054643072042193, 30, 40, 0
16.0, 20.0, 1.0054643072042193, 40, 50, 0
16.0, 20.0, 1.0054643072042193, 50, 60, 0
16.0, 20.0, 1.0054643072042193, 60, 70, 0
16.0, 20.0, 1.0054643072042193, 70, 80, 0
16.0, 20.0, 1.0054643072042193, 80, 90, 0
16.0, 20.0, 1.0054643072042193, 90, 100, 0
16.0, 20.0, 1.0054643072042193, 100, 110, 0
16.0, 20.0, 1.0054643072042193, 110, 120, 0
16.0, 20.0, 1.0054643072042193, 120, 130, 0
16.0, 20.0, 1.0054643072042193, 130, 140, 0
16.0, 20.0, 1.0054643072042193, 140, 150, 0
16.0, 20.0, 1.0054643072042193, 150, 160, 0
16.0, 20.0, 1.0054643072042193, 160, 170, 0
16.0, 20.0, 1.0054643072042193, 170, 180, 0
16.0, 20.0, 1.0054643072042193, 180, 190, 0
16.0, 20.0, 1.0054643072042193, 190, 200, 0
16.0, 20.0, 1.0054643072042193, 200, 210, 0
16.0, 20.0, 1.0054643072042193, 210, 220, 0
16.0, 20.0, 1.0054643072042193, 220, 230, 0
16.0, 20.0, 1.0054643072042193, 230, 240, 0
16.0, 20.0, 1.0054643072042193, 240, 250, 0
16.0, 20.0, 1.0054643072042193, 250, 260, 0
16.0, 20.0, 1.0054643072042193, 260, 270, 0
16.0, 20.0, 1.0054643072042193, 270, 280, 0
16.0, 20.0, 1.0054643072042193, 280, 290, 0
16.0, 20.0, 1.0054643072042193, 290, 300, 0
16.0, 20.0, 1.0054643072042193, 300, 310, 0
16.0, 20.0, 1.0054643072042193, 310, 320, 0
16.0, 20.0, 1.0054643072042193, 320, 330, 0
16.0, 20.0, 1.2008030596598394, 0, 10, 0
16.0, 20.0, 1.2008030596598394, 10, 20, 0
16.0, 20.0, 1.2008030596598394, 20, 30, 0
16.0, 20.0, 1.2008030596598394, 30, 40, 0
16.0, 20.0, 1.2008030596598394, 40, 50, 0
16.0, 20.0, 1.2008030596598394, 50, 60, 0
16.0, 20.0, 1.2008030596598394, 60, 70, 0
16.0, 20.0, 1.2008030596598394, 70, 80, 0
16.0, 20.0, 1.2008030596598394, 80, 90, 0
16.0, 20.0, 1.2008030596598394, 90, 100, 0
16.0, 20.0, 1.2008030596598394, 100, 110, 0
16.0, 20.0, 1.2008030596598394, 110, 120, 0
16.0, 20.0, 1.2008030596598394, 120, 130, 0
16.0, 20.0, 1.2008030596598394, 130, 140, 0
16.0, 20.0, 1.2008030596598394, 140, 150, 0
